model,provider,task,item_id,latency_s,output_tokens,error,prompt_chars
jev-1.13.0,openrouter,brandt_political_relevance,232,0.24914708398864605,33.0,,1777
jev-1.13.0,openrouter,brandt_political_relevance,122,0.3440208329993766,33.0,,1497
jev-1.13.0,openrouter,brandt_political_relevance,84,0.34840762498788536,33.0,,1555
jev-1.13.0,openrouter,burnham_covid_threat_minimization,covid_306,0.20420274999924004,35.0,,247
jev-1.13.0,openrouter,burnham_covid_threat_minimization,covid_280,0.2346056250098627,35.0,,259
jev-1.13.0,openrouter,burnham_covid_threat_minimization,covid_315,0.278183792004711,35.0,,186
jev-1.13.0,openrouter,burnham_polnli_entailment,test_14480,0.2476172909955494,32.0,,684
jev-1.13.0,openrouter,burnham_polnli_entailment,test_3094,0.3093030419986462,32.0,,170
jev-1.13.0,openrouter,burnham_polnli_entailment,test_4478,0.2916637919988716,32.0,,279
jev-1.13.0,openrouter,burnham_polnli_event_entailment,event_test_708,0.26818029100832064,32.0,,138
jev-1.13.0,openrouter,burnham_polnli_event_entailment,event_test_547,0.2568521250068443,32.0,,191
jev-1.13.0,openrouter,burnham_polnli_event_entailment,event_test_132,0.21864674999960698,32.0,,125
jev-1.13.0,openrouter,burnham_trump_stance,trump_train_1101,0.301507500000298,44.0,,146
jev-1.13.0,openrouter,burnham_trump_stance,trump_test_1541,0.349262333009392,44.0,,165
jev-1.13.0,openrouter,burnham_trump_stance,trump_test_1653,0.3590039999980945,44.0,,207
jev-1.13.0,openrouter,cap_crs_policy_topic,cap_crs_36635,0.3862450830056332,192.0,,69
jev-1.13.0,openrouter,cap_crs_policy_topic,cap_crs_38667,0.3360865419963375,190.0,,52
jev-1.13.0,openrouter,cap_crs_policy_topic,cap_crs_33788,0.2983309579867637,191.0,,149
jev-1.13.0,openrouter,cap_party_platform_policy_topic,cap_party_democratic_3246.0,0.2563410829898203,191.0,,162
jev-1.13.0,openrouter,cap_party_platform_policy_topic,cap_party_democratic_10092.0,0.3712803329981398,191.0,,168
jev-1.13.0,openrouter,cap_party_platform_policy_topic,cap_party_democratic_10958.0,0.2706434590072604,192.0,,124
jev-1.13.0,openrouter,chae_semeval_stance,semeval_156,0.3076598330080742,44.0,,117
jev-1.13.0,openrouter,chae_semeval_stance,semeval_125,0.270943333991454,44.0,,94
jev-1.13.0,openrouter,chae_semeval_stance,semeval_278,0.3086175420030486,44.0,,107
jev-1.13.0,openrouter,dicocco_manifesto_populism,dicocco_150,0.27099641699169297,33.0,,59
jev-1.13.0,openrouter,dicocco_manifesto_populism,dicocco_4666,0.21804858300311025,33.0,,98
jev-1.13.0,openrouter,dicocco_manifesto_populism,dicocco_6090,0.33927062500151806,33.0,,411
jev-1.13.0,openrouter,douglass_icbe_sentence_event_type,473_25,0.2275195830006851,55.0,,91
jev-1.13.0,openrouter,douglass_icbe_sentence_event_type,197_13,0.2569255829876056,54.0,,187
jev-1.13.0,openrouter,douglass_icbe_sentence_event_type,4_28,0.2517184169992106,55.0,,155
jev-1.13.0,openrouter,erlich_ati_topics,90,0.2973283330065897,206.0,,274
jev-1.13.0,openrouter,erlich_ati_topics,802,0.34974870800215285,206.0,,268
jev-1.13.0,openrouter,erlich_ati_topics,3183,0.2835770420060726,206.0,,132
jev-1.13.0,openrouter,gilardi_relevance,1239555124076220416,0.2842382090020692,33.0,,181
jev-1.13.0,openrouter,gilardi_relevance,1259441759496613889,0.2307060829916736,33.0,,295
jev-1.13.0,openrouter,gilardi_relevance,1259250872778883072,0.20621929099434055,33.0,,295
jev-1.13.0,openrouter,gilardi_stance,1341856271213838336,0.24444083299022168,38.0,,202
jev-1.13.0,openrouter,gilardi_stance,1334624404521684994,0.3516025839926442,38.0,,117
jev-1.13.0,openrouter,gilardi_stance,1367871491283488769,0.33206000000063796,38.0,,105
jev-1.13.0,openrouter,halterman_keith_bfrs,halterman_keith_bfrs_445,0.28569300001254305,179.0,,183
jev-1.13.0,openrouter,halterman_keith_bfrs,halterman_keith_bfrs_102,0.24673050000274088,179.0,,325
jev-1.13.0,openrouter,halterman_keith_bfrs,halterman_keith_bfrs_178,0.27376224999898113,170.0,,88
jev-1.13.0,openrouter,halterman_keith_cmp,halterman_keith_cmp_060,0.2909865000110585,84.0,,115
jev-1.13.0,openrouter,halterman_keith_cmp,halterman_keith_cmp_315,0.2054557920055231,88.0,,78
jev-1.13.0,openrouter,halterman_keith_cmp,halterman_keith_cmp_204,0.2060717080021277,83.0,,175
jev-1.13.0,openrouter,haunss_papea_claims,SZ-20201102-SGIDZ-308_1,0.31521450000582263,244.0,,42
jev-1.13.0,openrouter,haunss_papea_claims,WESKU00020111006e7a600030_1,0.31362562499998603,244.0,,57
jev-1.13.0,openrouter,haunss_papea_claims,StZ_20130613_DPHNA_372_1,0.2816832910029916,244.0,,59
jev-1.13.0,openrouter,haunss_papea_fgz_forms,haunss_papea_fgz_forms_153,0.2304094580031233,102.0,,38
jev-1.13.0,openrouter,haunss_papea_fgz_forms,haunss_papea_fgz_forms_494,0.2649734579899814,102.0,,39
jev-1.13.0,openrouter,haunss_papea_fgz_forms,haunss_papea_fgz_forms_381,0.2146790830011014,102.0,,45
jev-1.13.0,openrouter,mellon_bes_mii_2024,15438_23,0.29700604199024383,462.0,,32
jev-1.13.0,openrouter,mellon_bes_mii_2024,17269_21,0.28382120800961275,462.0,,27
jev-1.13.0,openrouter,mellon_bes_mii_2024,47479_21,0.2683610829990357,462.0,,39
jev-1.13.0,openrouter,muller_fujimura_campaign_policy_area,train_1996,0.21984312499989755,155.0,,44
jev-1.13.0,openrouter,muller_fujimura_campaign_policy_area,train_1686,0.2955647500057239,151.0,,61
jev-1.13.0,openrouter,muller_fujimura_campaign_policy_area,train_670,0.3693339159945026,154.0,,38
jev-1.13.0,openrouter,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,0.24945462500909343,39.0,,166
jev-1.13.0,openrouter,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,0.26343120900855865,39.0,,149
jev-1.13.0,openrouter,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,0.3038398749922635,39.0,,164
jev-1.13.0,openrouter,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,0.3105277080030646,91.0,,237
jev-1.13.0,openrouter,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,0.23371329199289903,92.0,,1286
jev-1.13.0,openrouter,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,0.23937708300945815,92.0,,236
jev-1.13.0,openrouter,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,0.251149167001131,177.0,,133
jev-1.13.0,openrouter,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,0.383754875001614,177.0,,107
jev-1.13.0,openrouter,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,0.26310154199018143,177.0,,157
jev-1.13.0,openrouter,politicause_causal_relation,politicause_train_11418,0.22621645900653675,33.0,,254
jev-1.13.0,openrouter,politicause_causal_relation,politicause_train_11682,0.2414286659914069,33.0,,346
jev-1.13.0,openrouter,politicause_causal_relation,politicause_test_15265,0.2575367920071585,33.0,,97
jev-1.13.0,openrouter,rheault_line_of_fire_incivility,rheault_line_of_fire_371,0.2096541249920847,32.0,,173
jev-1.13.0,openrouter,rheault_line_of_fire_incivility,rheault_line_of_fire_055,0.2819348340126453,32.0,,133
jev-1.13.0,openrouter,rheault_line_of_fire_incivility,rheault_line_of_fire_232,0.20387762499740347,32.0,,173
jev-1.13.0,openrouter,theocharis_dynamics_incivility,8.708116931186115e+17,0.2226199590077158,32.0,,71
jev-1.13.0,openrouter,theocharis_dynamics_incivility,8.395905785307628e+17,0.33275637500628363,32.0,,146
jev-1.13.0,openrouter,theocharis_dynamics_incivility,8.131158632514519e+17,0.24633212499611545,32.0,,61
jev-1.13.0,openrouter,toxicity_protests_es,303418,0.2420233340089908,32.0,,94
jev-1.13.0,openrouter,toxicity_protests_es,2007251,0.7687353749934118,32.0,,139
jev-1.13.0,openrouter,toxicity_protests_es,648379,0.2740268329944229,32.0,,96
jev-1.13.0,openrouter,twitcivility_impoliteness,test_796,0.29763791600998957,32.0,,146
jev-1.13.0,openrouter,twitcivility_impoliteness,train_9031,0.30611458398925606,32.0,,248
jev-1.13.0,openrouter,twitcivility_impoliteness,train_3088,0.2958050000015646,32.0,,87
jev-1.13.0,openrouter,wesleyan_creative_ads_2022,x_806850550521220,0.2598861250007758,40.0,,1361
jev-1.13.0,openrouter,wesleyan_creative_ads_2022,x_1278356639642733,0.3681521249964135,41.0,,930
jev-1.13.0,openrouter,wesleyan_creative_ads_2022,x_5481685528587554,0.22164649999467656,41.0,,4139
