text,target,gt_stance,target_short,votes_FAVOR,votes_AGAINST,votes_NONE,n_votes,vote_share_majority
Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
"You cant fix stupid, might not be able to vote them out either.",Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him.  I don't take it back.,Hillary Clinton,NONE,Clinton,2.0,0.0,6.0,8.0,0.75
Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV,Hillary Clinton,NONE,Clinton,1.0,2.0,5.0,8.0,0.625
"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE!",Hillary Clinton,NONE,Clinton,0.0,3.0,5.0,8.0,0.625
@BuffaloBill71 @AramisFraino @pamnsc  Thank you so much for FAVs and RTs!!! #WakeUpAmerica,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Hillary Clinton,NONE,Clinton,1.0,1.0,6.0,8.0,0.75
SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency.,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@HRCSnowShovel it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
#HillaryClinton We've all been waiting for your rainbow-striped pantsuit  #fashionista #LoveWins,Hillary Clinton,FAVOR,Clinton,5.0,0.0,3.0,8.0,0.625
@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail,Hillary Clinton,NONE,Clinton,2.0,0.0,6.0,8.0,0.75
I always joke about anything political bc if I were serious I'd end up offending people and not realize it.,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
My dad told me he's voting for Hillary. I'm so proud. LOL,Hillary Clinton,FAVOR,Clinton,6.0,0.0,2.0,8.0,0.75
@dedicated_to_it i think the main problem is having your foot in your mouth in the first place.,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
I am just full of myself tonight  #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
"@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,FAVOR,Clinton,7.0,1.0,0.0,8.0,0.875
@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS.,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view?,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
"@HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before.,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@LaureneDiCillo @NBCNews @dl34l And why are major media outlets not exposing Hillary's blatant flip flopping on this issue.,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
@DRUDGE_REPORT We haven't even had the elections yet.,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
"96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC",Hillary Clinton,FAVOR,Clinton,6.0,0.0,2.0,8.0,0.75
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,FAVOR,Clinton,7.0,0.0,1.0,8.0,0.875
Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HillaryClinton Where are the #LGBT pride condoms #BillClinton used when he assaulted #MonicaLewinsky? #HillaryClinton #tlot,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Fox News predicting 3 way marriage-gee we have the Mormons for that!  #morningjoe #unitedblue,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@philadper2014 @LouiseKatina Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
Madam President Clinton; you have all the gays vote. #jarrid,Hillary Clinton,FAVOR,Clinton,6.0,1.0,1.0,8.0,0.75
@debaterlife took me a minute to realize where this came from,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@gerfingerpoken @jjauthor one can only hope,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@ReCorwin She didn't even answer with a complete sentence LOL. #Legend,Hillary Clinton,NONE,Clinton,0.0,3.0,5.0,8.0,0.625
"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts.",Hillary Clinton,NONE,Clinton,1.0,0.0,7.0,8.0,0.875
@HillaryClinton So what's your goal for setting up victims for #BillClinton to assault? #HillaryClinton #ChelseasMom #tlot,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Thanks @Chefs4Hillary for amazing noms for canvassing #FITN,Hillary Clinton,FAVOR,Clinton,7.0,0.0,1.0,8.0,0.875
@LindaSuhler and the sheeple will still vote for her,Hillary Clinton,AGAINST,Clinton,1.0,5.0,2.0,8.0,0.625
"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@GREG61032 @CarmineZozzora @Ash_Bell__  perfect definition of JIBBERISH  #UniteBlue,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou",Hillary Clinton,FAVOR,Clinton,5.0,2.0,1.0,8.0,0.625
@nytimes this will cost them the 2016 election.,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
"HillaryClinton Next up for legalization: Your pet goat, or your #pedophile neighbor 'dating' the 9 year old next door..",Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
@HillaryClinton Will #pervert #BillClinton be there if winner is teen girl? #HillaryClinton #Democrats #liberals #tlot #GOP,Hillary Clinton,AGAINST,Clinton,1.0,5.0,2.0,8.0,0.625
When you fav supports the wrong candidate  (@ladygaga)  #Bernie2016,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
"@koolkat14215 Haha, I LOVE your header!",Hillary Clinton,NONE,Clinton,1.0,0.0,7.0,8.0,0.875
"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@Raging_D_RTR @CrimsonHotMess I'm for CHANGE and EQUALITY,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
.@Theblacksphere #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016,Hillary Clinton,AGAINST,Clinton,1.0,6.0,1.0,8.0,0.75
@lbush34 @HillaryClinton just defending my girl Hillary!,Hillary Clinton,FAVOR,Clinton,7.0,1.0,0.0,8.0,0.875
@larryelder The more Republicans  talk about social policy the better....for,Hillary Clinton,NONE,Clinton,1.0,2.0,5.0,8.0,0.625
The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
"@fuzislippers @KLSouth @gdebenedetti Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@LibtardLimbaugh @Mex38Tex @NRO Thanks so much for this article!,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
@JebBush Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation,Hillary Clinton,NONE,Clinton,1.0,1.0,6.0,8.0,0.75
"@Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency.",Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face.,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? #AppleMusic,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
if Hillary wins the election there's a chance we might move to Australia. #HILLARY4PRES,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@ghostseven77 WE HAVE A TROLL ! #morningjoe #unitedblue,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
"Dick Morris: @HillaryClinton is ""fundamentally corrupt"". He should know! #copolitics  #wcs15",Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
@WestonMartinez @crazytas62 Cruz needs to autograph bomb,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
"@CidEloisa @DiggingLamb Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica",Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
My how times have changed: @MartinOMalley has focused his attacks on @BernieSanders not @HillaryClinton,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
@moser_kristen  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy,Hillary Clinton,NONE,Clinton,0.0,2.0,6.0,8.0,0.75
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
Can't wait to get my #YaaasHillary shirt!  @HillaryClinton,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
@dhz26 I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
"Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, Dems gotta stand together in 2016. #FeeltheBern",Hillary Clinton,FAVOR,Clinton,6.0,0.0,2.0,8.0,0.75
"#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@WNTonight i love bernie because he ain't,Hillary Clinton,NONE,Clinton,0.0,2.0,6.0,8.0,0.75
"Night, sleep tight, don't let Hillary bite. says @Tony_Tickets   ""Nightmares"" is all I say.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@foxandfriends How could we support it if it was secret??? #NoHillary2016,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.",Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush,Hillary Clinton,NONE,Clinton,1.0,0.0,7.0,8.0,0.875
@HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U!,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@awj9009 not at all I think the statute of limitations has expired plus I can always have a driver ala,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
"Never vote for @RickSantorum ""for the survival of our country"" #LoveWins",Hillary Clinton,NONE,Clinton,1.0,1.0,6.0,8.0,0.75
@voxdotcom   #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL,Hillary Clinton,NONE,Clinton,1.0,1.0,6.0,8.0,0.75
@BDabs888 let's go shoot your now today.,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
"Hillary LIES, yet people still desire her as the President of the United States. #sad",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@17leete17 hahaha. He is some kind of special..  this is why Hillary's going to win! Hahaha.,Hillary Clinton,FAVOR,Clinton,7.0,0.0,1.0,8.0,0.875
@realDonaldTrump @MalachiNorris lol!!!!  That is one of the funniest things I've heard in a while!!!!,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot,Hillary Clinton,NONE,Clinton,0.0,3.0,5.0,8.0,0.625
Will the media ever get real with Hillary? #2016 #Benghazi #Clinton,Hillary Clinton,AGAINST,Clinton,1.0,5.0,2.0,8.0,0.625
"Last week = Life (Obamacare, gay marriage)  Today = Death (air pollution, lethal injection)  Elections matter, y'all. #SCOTUS",Hillary Clinton,NONE,Clinton,1.0,0.0,7.0,8.0,0.875
Do you know what would REALLY PISS .@HillaryClinton OFF?  .@VP .@JoeBiden runs against her. LMAO!   #WakeUpAmerica No longer is,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
Is there a Govt restart button? Someone needs to push that thing. #RememberBenghazi2016 #PatriotsWillRise,Hillary Clinton,NONE,Clinton,0.0,3.0,5.0,8.0,0.625
"Bad punning gets worse, not better, over time. Remember that, America",Hillary Clinton,NONE,Clinton,1.0,0.0,7.0,8.0,0.875
"#Putin, the last thing the US needs right now is another #Clinton or #Bush in the White house. We're a dynasty now? #Jeb2016",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
@GOP Of course @HillaryClinton is silent. That insures she doesn't have 2 stand 4 ANYTHING & less chance of offending voters,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Don't you someday want to see a well qualified candidate by the president of the United States? #ReflectingHillary,Hillary Clinton,FAVOR,Clinton,5.0,1.0,2.0,8.0,0.625
"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC",Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
Casually hangin' with @HillaryClinton on a conference call while taking a break at #ACUHOI.,Hillary Clinton,FAVOR,Clinton,7.0,0.0,1.0,8.0,0.875
Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC,Hillary Clinton,FAVOR,Clinton,7.0,0.0,1.0,8.0,0.875
"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot",Hillary Clinton,AGAINST,Clinton,1.0,6.0,1.0,8.0,0.75
@HillaryClinton Yes I can and will.,Hillary Clinton,FAVOR,Clinton,6.0,0.0,2.0,8.0,0.75
@HillaryClinton Yes! I am chipping in 5$ because we have faith in you.,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
@AndreaTantaros @3coffeesplez WTF? This just keeps getting crazier!,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
"Apparently, @BernieSanders fans don't like to see Hillary's name even implied.  #SheWhoShallNotBeNamedBecauseShesWinning",Hillary Clinton,FAVOR,Clinton,6.0,2.0,0.0,8.0,0.75
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
I think it's funny people think Bernie can take on Hillary and Bill,Hillary Clinton,FAVOR,Clinton,7.0,0.0,1.0,8.0,0.875
As much as @BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination.,Hillary Clinton,FAVOR,Clinton,5.0,0.0,3.0,8.0,0.625
@PhilGlutting @megadreamin Thank you so much for RT and FAV!!! #WakeUpAmerica #Rubio2016 #Cruz2016,Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @TeamMarco #NewAmericanCentury,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Just think how many emails Hillary Clinton can delete with today's #leapsecond,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
The kind of Gov that Liberals promise you can only be achieved and sustained with a Conservative Government.   #HeatWave #tcot,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
@TIMENOUT Is there anything about the Clintons that is not fraudulent?,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs?,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
@petefrt That woman is so corrupt she can't even have a truthful thought.,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
It's official. Every single #GOP member is now a candidate for #POTUS. Who needs #leadership when you have a #soapbox?,Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
"So glad @ChrisChristie has announced his candidacy - fits right in with all the other ""qualifies"" republicans on the list.",Hillary Clinton,AGAINST,Clinton,1.0,5.0,2.0,8.0,0.625
"Hillary claims to be a ""champion"" of the middle class, but @RandPaul tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
It is offensive when the mexican flag flies on US soil. California state capital. #Lovewins #univision #foxnews #DonaldTrump,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement...,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
"@LeahR77 @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ",Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
@johnpodesta @HillaryClinton awesome every true chef needs this.. Go Hillary,Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
@CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
@Logan_RTW I agree with her previous stance; and I'm sure she still believes in what was said before.,Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
@HillaryClinton Hahahaha how much are you going to charge them!!!! #NoHillary2016,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
#AskBobby Do you think #HillaryClinton has turned over all of those emails on her private server she destroyed!,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@FoxNews we just have to hang in there long enough that this idiot doesn't completely destroy the country,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
#AskBobby would you blame an obscure film maker for the death of #USAmbassador in #Benghazi like,Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
I feel confident that @HillaryClinton will win  in 2016.,Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
"@asphaultangel13 Afterall, they're just a poor black family trying to pay the bills!  @crousselle #WhyImNotVotingForHillary #TCOT",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?",Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
@Jami_USA I'm just hoping we don't have to resurrect the no H8 for Hillary's second term.,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. @HillaryClinton,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
@GovChristie can't even run NJ and wants to be president? I'd vote for him before @HillaryClinton,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"RT @HillaryHaikus: #Ready because one day girls will say: I want to be President, too.  #ReadyForHillary #haiku",Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
@PhxKen Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
so @AdamParkhomenko met @oliviawilde . there aren't enough words to describe my envy haha,Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
@robin45208 @C4Constitution Thank you so much for RTs!!! #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton,2.0,5.0,1.0,8.0,0.625
Republican donors have numerous candidates to put their money on. Dems basically have one. We're gonna get killed financially.,Hillary Clinton,AGAINST,Clinton,1.0,5.0,2.0,8.0,0.625
Can @DavidCornDC help Cuckold Conservatives win in 2016!  More cuckoldry please!  #Christie2016 #DonaldTrump #UniteBlue #p2,Hillary Clinton,AGAINST,Clinton,1.0,6.0,1.0,8.0,0.75
Chris Christie for President? HAHAHAHAHA!  I don't think so!  @HillaryClinton #Clinton #Hilary,Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
@megynkelly Hahahaha combed through emails!!! Bunch of scumbags!!! #NoHillary2016,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
Loved talking with Yvette today about education and women's voices in politics. Can't wait to see her on caucus day! #FellowsIA,Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
"#BENGHAZI WAIT DID I SAY ""THANK GOD?"" VOTERS? SRY!! MT!! I MEANT ""THANK GOODNESS!"" NO OFFENSE INTENDED! ##tcot",Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
@pikester45 Exactly what I don't want to see happen in America.,Hillary Clinton,AGAINST,Clinton,0.0,5.0,3.0,8.0,0.625
"@Lawrence @TheLastWord There is no enthusiasm gap, Mr. Lawrence!    -@TheHRCSuperVols   @JW4Hillary @kimfrederi #Hillarymen",Hillary Clinton,AGAINST,Clinton,1.0,6.0,1.0,8.0,0.75
@HlLLARY @ToniforAsm Hillary for Prez = Obama's third term and that's the last thing we need!!,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@businessinsider One thing that's painful is the mindless minutiae her strap hanging cling-ons force her to endure. #huma,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
The guy in the multicolored shirt looks chi as fuck.,Hillary Clinton,AGAINST,Clinton,1.0,5.0,2.0,8.0,0.625
Insurgent. What will happen if Hillary becomes dictator in chief.,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
How can we expect u to make good financial decisions for the US if u can't manage ur own multimillion $ salary so ur not broke,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
"@liars_never_win @HillaryClinton shhh, go get me an iced tea.....",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@FoxNews @GovChristie @HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now?,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
#Christie2016 you can't claim #Bridgegate wasn't your fault when you were the man behind the wheel. #GOP  #TeaParty #TCOT #DEM,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
@Debber66 @andersonDrLJA She will be a  #CenterHitler.,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"@HillaryforNV @MissLynnetteH 2 hours left, let's chip in $5, Nevada! #raisethenewPOTUS",Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
How anyone can believe a single word that comes out of that woman's mouth is beyond me...,Hillary Clinton,AGAINST,Clinton,1.0,6.0,1.0,8.0,0.75
RT @Waitingforahero: 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen...,Hillary Clinton,AGAINST,Clinton,1.0,6.0,1.0,8.0,0.75
@HillaryIn2016 hey I just checked your blog. Kudos! Keep it up!,Hillary Clinton,AGAINST,Clinton,3.0,5.0,0.0,8.0,0.625
"The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump",Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
