source_row,source_tweet_id,source_created_at,source_uncivil_raw,text,gt_uncivil
2798,8.568928262268396e+17,Tue Apr 25 15:29:04 +0000 2017,no,@RepSeanDuffy @realDonaldTrump Sean I wish we could have you in Minnesota!!! We need some REAL leaders!!!!,0
2799,8.576193101849928e+17,Thu Apr 27 15:35:52 +0000 2017,no,"@JerryMoran 2 media reporting GOP is funding Planned Parenthood??? Tell me this isn't so! Don't trust PP, they don't know what the truth is!",0
2800,8.707176414927503e+17,Fri Jun 02 19:03:57 +0000 2017,no,@NancyPelosi @realDonaldTrump Move on already he doesn't have to and we don't care,0
2801,8.374639404728238e+17,Fri Mar 03 00:45:37 +0000 2017,no,"@NancyPelosi what about Eric Holder? Didn't hear you demanding resignation over his perjury, contempt",0
2802,8.670505975596196e+17,Tue May 23 16:12:26 +0000 2017,no,@HerreraBeutler this is your party. Proud yet? https://t.co/gUIGWeiFxA,0
2803,8.927692099770573e+17,Wed Aug 02 15:29:01 +0000 2017,no,@RepAndyHarrisMD #ENDCronyCapitalism #ENDElectionFraud #MarylandersFirst #NoSanctuaryInMaryland… https://t.co/VCOHcmdPJX,0
2804,8.497057759331369e+17,Wed Apr 05 19:30:18 +0000 2017,no,"@RepAdamSchiff @POTUS Thank you Rep. Schiff!!! Integrity, truth, standards, loyalty to America, etc are rare in Washington. You have it all",0
2805,8.987014720528548e+17,Sat Aug 19 00:21:42 +0000 2017,no,@RepAdamSchiff but he can be impeached...,0
2806,8.217223000724644e+17,Wed Jan 18 14:13:57 +0000 2017,no,@SpeakerRyan No to ACA repeal and hurting millions of people. When will you actually work toward making life better for all citizens?,0
2807,8.326619204569293e+17,Fri Feb 17 18:44:06 +0000 2017,no,@jasoninthehouse You should be ashamed of yourself!,0
2808,8.706002754463867e+17,Fri Jun 02 11:17:35 +0000 2017,no,@SpeakerRyan One year left for you...unless you start listening to the majority of America.,0
2809,8.545331362686157e+17,Wed Apr 19 03:12:30 +0000 2017,yes,"@SteveKingIA My god, you're a monster. Please get hit with a truck",1
2810,7.894839535519703e+17,Fri Oct 21 15:10:17 +0000 2016,yes,@SpeakerRyan https://t.co/X2cJrErClz fuck you paul ryan,1
2811,8.399719923086049e+17,Thu Mar 09 22:51:43 +0000 2017,no,@cathymcmorris Everyone except your delusional R partners are on to you. The only thing you're all about is ripping off your constituents.,0
2812,8.440202334593843e+17,Tue Mar 21 02:57:59 +0000 2017,yes,"@MaxineWaters @Reuters He must need a briefing from his boss, Putin.",1
2813,8.402277933926973e+17,Fri Mar 10 15:48:11 +0000 2017,no,@RepByrne @SpeakerRyan @HouseGOP https://t.co/8psNDk5ngn,0
2814,8.72804683148034e+17,Thu Jun 08 13:17:07 +0000 2017,no,@ChuckGrassley @SenFeinstein https://t.co/BsOtVfm7s0 @nytpolitics @postpolitics @politico @axios,0
2815,8.7334168166332e+17,Sat Jun 10 00:50:57 +0000 2017,yes,"@NancyPelosi @POTUS you forced 9000 businesses to leave California 1 business alone took 10,000 jobs out of California talks cheap so R YOU",1
2816,9.149831951326659e+17,Mon Oct 02 22:39:27 +0000 2017,no,@SenJohnThune Politicians who take NRA money share blame for Vegas massacre. Give that money to the bereaved.,0
2817,8.468469337212191e+17,Tue Mar 28 22:10:17 +0000 2017,yes,@jasoninthehouse you're officially bonkers.,1
2818,8.957053223916093e+17,Thu Aug 10 17:56:04 +0000 2017,yes,@SenSchumer OH! It's ok for FAT BOY to say we are going to target Guam but not Pres. can't say Fire &amp; Fury.? Screw… https://t.co/2C9t9TP7Tu,1
2819,8.757638331508613e+17,Fri Jun 16 17:15:43 +0000 2017,no,@RepJeffDuncan hearing and recognizing the gunshots saves lives. I am an informed citizen https://t.co/jUEx75N0fo @everytown @sandyhook,0
2820,8.536117611692564e+17,Sun Apr 16 14:11:17 +0000 2017,no,@RepErikPaulsen U said u didn't vote 4 trump. Did u vote for #PresidentBannon? How are you OK w/dysfunction? #mn03 https://t.co/HUcBZBCC0n,0
2821,8.416904981338153e+17,Tue Mar 14 16:40:27 +0000 2017,no,@NancyPelosi Who cares what you have to say about it. You lost... get over it.,0
2822,8.704810251297874e+17,Fri Jun 02 03:23:43 +0000 2017,no,@RepPerlmutter So you are vegan then? Biggest contributor to climate change.. or are you just grandstanding like everyone else?,0
2823,8.211361509915075e+17,Mon Jan 16 23:24:49 +0000 2017,no,"@jasoninthehouse @TGowdySC @GenFlynn @reeeDonaldTrump @seanspicer @Reince WHY IS THIS NOT TREASON? ""TREASON"" is tr… https://t.co/W9aiGyG6BU",0
2824,9.107175476825253e+17,Thu Sep 21 04:09:18 +0000 2017,no,@SenJohnMcCain no cbo score? No hearings? You must vote NO! #trumpcare,0
2825,8.570288262531523e+17,Wed Apr 26 00:29:29 +0000 2017,no,@RepErikPaulsen We want answers. Does Trump have ties to Russia? Releasing taxes will answer that question #TrumpTaxes #ATN,0
2826,8.667910121271337e+17,Mon May 22 23:00:56 +0000 2017,no,@jasoninthehouse @GOPoversight Schumer Jason Comey Mueller. Nothing gets thru Jason w/out boss Schumer approval. Wh… https://t.co/hieXDcbDgT,0
2827,8.96768152956162e+17,Sun Aug 13 16:19:23 +0000 2017,no,"@SpeakerRyan Depose your leader, the GOP has become the official party for nazis and white supremacists.",0
2828,8.258859028660961e+17,Mon Jan 30 01:58:38 +0000 2017,no,@SenatorLankford This is not what America is. I didn't vote for you but I will fight with your next opponent to get you out.,0
2829,8.6641707696094e+17,Sun May 21 22:15:03 +0000 2017,no,@SpeakerRyan I guess this is your Jesus https://t.co/Ao6MCWqezY,0
2830,8.171853958930145e+17,Fri Jan 06 01:45:55 +0000 2017,no,@SpeakerRyan I agree,0
2831,8.374368211937649e+17,Thu Mar 02 22:57:51 +0000 2017,no,"@SenatorTimScott This is helping support the lie. Sorry, I'm unfollowing.",0
2832,8.602648177682391e+17,Thu May 04 22:48:10 +0000 2017,no,@NancyPelosi Dems need to get on the ball and do town halls &amp;TV ads showing GOP Reps/Sen who voted/support as well… https://t.co/IRiiNuYVkN,0
2833,8.467364479735931e+17,Tue Mar 28 14:51:15 +0000 2017,no,@SpeakerRyan #NunesMustResign https://t.co/gZwm2U839e,0
2834,8.601885725440614e+17,Thu May 04 17:45:11 +0000 2017,no,"@RepJohnKatko as fellow NYer, I implore you to vote no today on AHCA. Too many people I know will lose hc bc of pre-existing cond.",0
2835,8.368146384613745e+17,Wed Mar 01 05:45:31 +0000 2017,no,"@SenSchumer Oh My God! Who in the hell choose the Democratic reply? Who did he connect with? Keep going like this, we'll keep loosing!!",0
2836,8.900425055168594e+17,Wed Jul 26 02:54:04 +0000 2017,no,@SenJohnMcCain https://t.co/kZ3fDQvqiy,0
2837,8.453963937075036e+17,Fri Mar 24 22:06:21 +0000 2017,no,@davereichert Now that the #AHCA has failed maybe you can meet with your constituents and hear what their wishes and needs are re healthcare,0
2838,8.705753996080456e+17,Fri Jun 02 09:38:44 +0000 2017,no,"@RepBrianBabin @POTUS All this for coal what's next going back to dial phones , horses , days when Congress didn't… https://t.co/WeFws0eleI",0
2839,9.113100523879956e+17,Fri Sep 22 19:23:42 +0000 2017,yes,@SenJohnMcCain pre 2017 - I will push for the repeal of ObamaCare! Sen John McCain 2017 - I lied. Suckers!!,1
2840,7.972291819857838e+17,Sat Nov 12 00:07:03 +0000 2016,no,@JerryMoran Why is that blind and DeafBlind veterans or veterans with lost limbs have to prove it every year 4 special programs?? #Permanent,0
2841,8.606588888315863e+17,Sat May 06 00:54:04 +0000 2017,yes,@SenatorIsakson @sendavidperdue My piece of trash useless republican senators will most likely vote for Trumpcare because they lack balls,1
2842,8.425475488124477e+17,Fri Mar 17 01:26:04 +0000 2017,no,"@RepKevinBrady @POTUS Lets just call it the ""Republican Insurance Plan"" or its abbreviation R.I.P.",0
2843,8.016316038061425e+17,Thu Nov 24 03:40:42 +0000 2016,no,"@SpeakerRyan @BetsyDeVos Terrible news. Taxes will go higher, public schools will lose funding. Why does the GOP hate the working people?",0
2844,8.004989771204977e+17,Mon Nov 21 00:40:03 +0000 2016,no,@RepLynnJenkins #FilVetrep PLEASE know importance 2pass CGM🎖for WW2 #FilVets https://t.co/SrKhzyojpu,0
2845,8.296266563986391e+17,Thu Feb 09 09:43:03 +0000 2017,yes,@SenatorIsakson @POTUS @SenatorSessions @TheJusticeDept RESPOCT FOR THE LAW?? Are u kidding me. You know nothing about him or you are lying,1
2846,8.449384721126973e+17,Thu Mar 23 15:46:44 +0000 2017,no,"@SpeakerRyan To all the GOp, please get an ideology that is consistent with the real world we live in; the American people's lives-Please!",0
2847,8.44656641769259e+17,Wed Mar 22 21:06:51 +0000 2017,no,@RepAdamSchiff Nunes=Reek https://t.co/0YUarc0PYc,0
2848,8.746787312767754e+17,Tue Jun 13 17:23:54 +0000 2017,no,@SenShelby @POTUS Shame on you for blocking TV camera access to senators. We see you. It is our house.,0
2849,8.015522541635256e+17,Wed Nov 23 22:25:24 +0000 2016,yes,"@SpeakerRyan @thehill U R making $500K/yr, w/ lifetime benefits, but u choose to take $$ away from the working class?! U SUCK!",1
2850,8.790540567605576e+17,Sun Jun 25 19:09:53 +0000 2017,no,@SenSchumer WHY!? Are U tlkg to Joe Manchin! Hez a fake Dem! He votes wth gop a 100% a luvs trmp! WHATS WRONG WITH… https://t.co/voG3hq5RNY,0
2851,7.8872109970176e+17,Wed Oct 19 12:38:58 +0000 2016,no,@SpeakerRyan they are getting ready to give you the boot. You know that don't you?,0
2852,8.594702148361134e+17,Tue May 02 18:10:42 +0000 2017,no,@HerreraBeutler Thank you for standing with those Americans who really need you on healthcare. 👍💕😊#Courage #healthcarereform #AHCA #ACA,0
2853,8.621124547504169e+17,Wed May 10 01:10:01 +0000 2017,no,@SenatorBurr Are you and the #GOP going to do anything about this?????,0
2854,8.793765321705759e+17,Mon Jun 26 16:31:17 +0000 2017,no,@SenatorTimScott The letter you sent to constituents about the AHCA is full of lies and misrepresentations. Shameful.,0
2855,8.279447314180465e+17,Sat Feb 04 18:19:41 +0000 2017,yes,@SenSchumer YOU ATE AN IDIOT CAN'T BELIEVE ANYONE VOTED FOR YOU...CAN'T WAIT UNTIL YOU ARE OUT OF OFFICE,1
2856,8.758204804517929e+17,Fri Jun 16 21:00:49 +0000 2017,no,@RepAdamSchiff @EllenMeister We're counting on you.This is a nightmare. Every day.,0
2857,8.452958757359002e+17,Fri Mar 24 15:26:56 +0000 2017,no,"@RepDianeBlack @WhiteHouse @POTUS Remember the promise NOT to cut Medicaid. Instead, you are slashing Medicaid by $… https://t.co/8F7KqkjI7N",0
2858,8.171327680313713e+17,Thu Jan 05 22:16:48 +0000 2017,no,@SpeakerRyan do you know what dabbing is now,0
2859,8.378327344667812e+17,Sat Mar 04 01:11:04 +0000 2017,no,"@MaxineWaters Your strength, grace, and integrity are such a breath of fresh air amidst the spewing garbage. Thank you.",0
2860,8.450656413715374e+17,Fri Mar 24 00:12:04 +0000 2017,yes,@keithellison @MURTWITNESSONE https://t.co/8dCfTDmBP5,1
2861,8.601109381622006e+17,Thu May 04 12:36:42 +0000 2017,no,@TomRooney @VernBuchanan @RepMoBrooks @RepFredUpton I live in Rooney district but will support with money and time your opponents in 2018.,0
2862,8.442469813881897e+17,Tue Mar 21 17:59:00 +0000 2017,no,@RepJasonSmith Imagine all the ads on every Missourian who loses #ACA because of your #Trumpcare vote-then dies or is in medical bankruptcy!,0
2863,9.107207605068063e+17,Thu Sep 21 04:22:04 +0000 2017,no,@SenJohnMcCain https://t.co/AoZirGGWhb,0
2864,8.290361913160581e+17,Tue Feb 07 18:36:45 +0000 2017,no,@keithellison Why would you trust front-line staff at a bank? Look at the Wells Fargo scandal for all you need to know.,0
2865,8.452118054714245e+17,Fri Mar 24 09:52:52 +0000 2017,no,@replouiegohmert Hi there friend. TY so much for standing strong for us. People like you are what truly #MAGA. You protect our president. TY,0
2866,8.682994951378248e+17,Sat May 27 02:55:06 +0000 2017,no,@RepSteveChabot Testimony abt #TheRealITT frm your constituents RT @USEdGov if you support ITT students #4Profit… https://t.co/vRHySldWmz,0
2867,8.192155311358771e+17,Wed Jan 11 16:12:57 +0000 2017,no,@SenRonJohnson @foxandfriends more #crap from the GOP https://t.co/qAmbOJUBzT,0
2868,8.207436080180797e+17,Sun Jan 15 21:24:59 +0000 2017,no,"@repjohnlewis the problem is that it is not affordable if you are a middle income ""white"" family of 4... mine went from $4k a year to $10k",0
2869,9.190146693225062e+17,Sat Oct 14 01:39:06 +0000 2017,no,@RepAdamSchiff https://t.co/ErWzfThiv4,0
2870,8.953493579182612e+17,Wed Aug 09 18:21:36 +0000 2017,no,@MaxineWaters 😂😂😂 https://t.co/BgEQURDmSs,0
2871,8.348364273681777e+17,Thu Feb 23 18:44:49 +0000 2017,no,@MaxineWaters you're ARE embarrassing yourself. smh,0
2872,8.423599603150234e+17,Thu Mar 16 13:00:39 +0000 2017,no,@MaxineWaters Impeachment https://t.co/sU9apn6Uj6,0
2873,8.92749363558187e+17,Wed Aug 02 14:10:09 +0000 2017,no,"@SenSchumer @POTUS Do you believe that all Americans making 174,000 a year should have 72% of their health ins subs… https://t.co/JAwFwA3Yg7",0
2874,8.215656486061097e+17,Wed Jan 18 03:51:29 +0000 2017,no,@PattyMurray why so worried about DJT INCOME TAX-we aren't. @realDonaldTrump @MikePenceVP @SenateMajLdr @HispanicsTrump @michellemalkin #TX,0
2875,8.210755220295475e+17,Mon Jan 16 19:23:53 +0000 2017,no,"@RepBarbaraLee @CNN @PoppyHarlowCNN You are preparing for resistance,That's an insult to me, who spent 8 yrs.Waiting for hope. It's our turn",0
2876,8.536919249595515e+17,Sun Apr 16 19:29:50 +0000 2017,no,@RepDavid https://t.co/SSX73fB4fa,0
2877,7.892542833634304e+17,Thu Oct 20 23:57:39 +0000 2016,no,@SpeakerRyan let's focus on the cost of Healthcare. Perhaps make it so that Health insurance comps can group coverages across state lines.,0
2878,8.352235120800563e+17,Fri Feb 24 20:22:57 +0000 2017,yes,@SpeakerRyan talk is all your bitch ass is good for,1
2879,8.342517807121736e+17,Wed Feb 22 04:01:38 +0000 2017,yes,"@keithellison @nytimes also the use of ""whites"" in this article is in poor taste. They are Americans",1
2880,8.453989987436298e+17,Fri Mar 24 22:16:42 +0000 2017,yes,@SpeakerRyan @RandPaul let Rand Paul fix Obamacare Paul Ryan you failed us we want a full repeal and replace of Obamacare. Please resign,1
2881,9.02989849640108e+17,Wed Aug 30 20:22:11 +0000 2017,yes,"@lisamurkowski @SenDanSullivan @repdonyoung And, again a reminder to not do it!!!! https://t.co/zLnYmQRRTe",1
2882,8.57648093935874e+17,Thu Apr 27 17:30:14 +0000 2017,no,@jasoninthehouse I trust you'll forego your salary while you're out after your ACA-insured surgery on your pre-existing condition.,0
2883,9.15332279119024e+17,Tue Oct 03 21:46:36 +0000 2017,no,"@SenatorKirk, another one injured by guns in Rockford today. What will you do about it? https://t.co/Ykg241CrHY #shootatweet",0
2884,8.253771247101174e+17,Sat Jan 28 16:16:55 +0000 2017,no,"@RepBarbaraLee @StarleeKine Let me correct that: ""We should be better than this."" What will you do today to remove Trump? #resist",0
2885,8.982003315148186e+17,Thu Aug 17 15:10:21 +0000 2017,no,@SpeakerRyan please stand up. Make a real impact on our history. #weareallamericans #ImpeachTrump #sedition #nowhitehoodsinthewhitehouse,0
2886,8.657968039957217e+17,Sat May 20 05:10:18 +0000 2017,no,"@SpeakerRyan Not sure Walmart, Wells Fargo, Bank of America or Trump count as the small business you refer to",0
2887,8.39984806595199e+17,Thu Mar 09 23:42:38 +0000 2017,yes,@SpeakerRyan How many millions do you make every year to destroy America? Stop fucking me over for your own benefit,1
2888,8.395087594413875e+17,Wed Mar 08 16:11:00 +0000 2017,yes,@SpeakerRyan @SecPriceMD @RepKevinBrady @repgregwalden @HouseCommerce @WaysandMeansGOP This is a joke! SINGLE PAYER would work!,1
2889,9.033889986635366e+17,Thu Aug 31 22:48:16 +0000 2017,no,@RepAdamSchiff @lisa911_lisa Her title clearly has nothing to do with her intelligence.,0
2890,9.14221079966765e+17,Sat Sep 30 20:11:05 +0000 2017,yes,@RepAlGreen Thank you for telling it like it is! @therealdonaltrump is an embarrassment to this country,1
2891,8.174854706785198e+17,Fri Jan 06 21:38:19 +0000 2017,no,"@SpeakerRyan @LindseyGrahamSC We must have a Secretary of State who will protect us from russia, not collude. Tille… https://t.co/ONfixq1HIr",0
2892,8.291747344745923e+17,Wed Feb 08 03:47:16 +0000 2017,no,"@SpeakerRyan @SenTedCruz we don't want to hear that anymore. If you've got a better plan, then do it. You don't have to denigrate to do so",0
2893,8.46059374766379e+17,Sun Mar 26 18:00:48 +0000 2017,yes,"@NancyPelosi If Ivanka Trump isn't technically a federal employee, HOW THE HELL DID SHE GET SECURITY CLEARANCE 2 see classified information?",1
2894,8.602367562133012e+17,Thu May 04 20:56:39 +0000 2017,yes,@SpeakerRyan You're a failed experiment. #babykiller,1
2895,8.605438915688243e+17,Fri May 05 17:17:06 +0000 2017,no,@NancyPelosi https://t.co/JsyKupAQm5,0
2896,8.468729097212764e+17,Tue Mar 28 23:53:30 +0000 2017,yes,@MarshaBlackburn You're a disgusting person. #SJR34 #SJ34,1
2897,8.643249288996987e+17,Tue May 16 03:41:36 +0000 2017,no,"@SenJohnMcCain I served my country as did you, Senator. I took an Oath as did you. As a federal employee you took a… https://t.co/Efr0z3z7xr",0
2898,8.226014931739812e+17,Sat Jan 21 00:27:33 +0000 2017,no,@SenatorTimScott you sound like Democrats when Republicans blocked Obama SCOTUS pick,0
2899,8.496385020021965e+17,Wed Apr 05 15:02:59 +0000 2017,no,@SpeakerRyan Another act that takes away power from regular people instead your friends will rape our public lands… https://t.co/gLhuOfjfn1,0
2900,7.949538178969805e+17,Sat Nov 05 17:25:34 +0000 2016,no,@SpeakerRyan https://t.co/Lg5k1Uzzoc,0
2901,8.28821703446782e+17,Tue Feb 07 04:24:27 +0000 2017,no,@DarrellIssa Education will be critical to the future of our world. Vote for DeVos I will actively work against your re-election,0
2902,8.612206396376801e+17,Sun May 07 14:06:15 +0000 2017,yes,"@SpeakerRyan we can now at abject liar to your resume, next to spineless coward and Trump lap dog. https://t.co/r5MHTpWwwl",1
2903,7.953899697539277e+17,Sun Nov 06 22:18:41 +0000 2016,yes,@SpeakerRyan FINALLY Unity @DiamondandSilk @DineshDSouza #neverhillary #ComeyResign #votefortrump #maga https://t.co/yXF8OTsbc0,1
2904,8.639009381421998e+17,Sun May 14 23:36:48 +0000 2017,no,"@marcorubio @POTUS @TGowdySC @JohnCornyn @FBI Trumps presidency has done ONE good thing which is, shed light on the… https://t.co/EhhKWMo6lS",0
2905,8.997478225427415e+17,Mon Aug 21 21:39:32 +0000 2017,no,@SenJohnMcCain Good now retire,0
2906,9.005636285329367e+17,Thu Aug 24 03:41:15 +0000 2017,no,@SenJohnMcCain hoping u &amp; ur father had a great time together &amp; my prayers are still going out for ur dad &amp; ur whole family good luck,0
2907,8.240610131002655e+17,Wed Jan 25 01:07:10 +0000 2017,yes,@SpeakerRyan @POTUS I hope there aren't too many empty seats. Trump's ego and all...,1
2908,8.731990548675174e+17,Fri Jun 09 15:24:12 +0000 2017,no,@SpeakerRyan @quid_agis https://t.co/NdOCvBqBKK,0
2909,7.916283538078024e+17,Thu Oct 27 13:11:21 +0000 2016,no,@jasoninthehouse thank you for making the RIGHT choice!! #VoteTrump #maga,0
2910,8.279359307827241e+17,Sat Feb 04 17:44:42 +0000 2017,yes,@RepWilson @MaxineWaters @NancyPelosi @RepBarbaraLee @RepAndreCarson @RepAdams @RepBRochester @RepJackyRosen @RepLawrence and dump Trump,1
2911,9.11669361831682e+17,Sat Sep 23 19:11:28 +0000 2017,no,@RepMimiWalters 2/ There is no proof that tax cuts for business lead to more jobs being created.,0
2912,8.369342329245491e+17,Wed Mar 01 13:40:45 +0000 2017,no,@JacksonLeeTX18 @houstonpolice The poor people of your District. What have you done for them?,0
2913,8.598587250452398e+17,Wed May 03 19:54:30 +0000 2017,no,@SenSchumer IDEA: Let's pass a law to force all US workers to pay payroll taxes into a Federal retirement account.… https://t.co/6QdEmrp06Y,0
2914,9.163516327362437e+17,Fri Oct 06 17:17:08 +0000 2017,yes,@SpeakerRyan @HouseJudiciary This is a bunch of racist and homophobic bullshit. You're a disgrace.,1
2915,8.384871067584184e+17,Sun Mar 05 20:31:19 +0000 2017,yes,@MaxineWaters try growing up a little and accepting you have a job and it's not sabotaging POTUS !!,1
2916,8.366591341707223e+17,Tue Feb 28 19:27:36 +0000 2017,yes,@NancyPelosi your a fool...Ca. Gg to pot. Your party gg to pot..retire and get the hell out of the way.,1
2917,8.050476106460733e+17,Sat Dec 03 13:54:42 +0000 2016,no,@RepReneeEllmers Exactly what parallel universe do u live in? Just curious.,0
2918,8.185828078950973e+17,Mon Jan 09 22:18:44 +0000 2017,no,@SenSchumer @SenWarren @SenateMajLdr Excellent move!,0
2919,8.628763737943777e+17,Fri May 12 03:45:33 +0000 2017,no,@RepAndyHarrisMD Will you ever put your country in front of your party? Doesn't look like it. You need to go,0
2920,8.49461449110016e+17,Wed Apr 05 03:19:26 +0000 2017,yes,@MaxineWaters It's official. You have taken the idiot prize from Sheila Jackson Lee. Moronic poverty pimp... stop..… https://t.co/Xyr6aP86Mc,1
2921,8.978829006072381e+17,Wed Aug 16 18:09:00 +0000 2017,yes,@NancyPelosi @realDonaldTrump All remaining tRump supporters are bigots and morons. There is no argument that makes… https://t.co/zUPyTDrdak,1
2922,8.378498180054016e+17,Sat Mar 04 02:18:57 +0000 2017,no,"@NancyPelosi On ""releasing the hounds"" you are on the wrong end of the leash.",0
2923,7.956278744222597e+17,Mon Nov 07 14:04:01 +0000 2016,no,@SpeakerRyan you should have thought of that during your lukewarm endorsement of Trump,0
2924,8.726445243042079e+17,Thu Jun 08 02:40:42 +0000 2017,yes,@SpeakerRyan Curious - how long have you been a bigot?,1
2925,9.189160245059461e+17,Fri Oct 13 19:07:07 +0000 2017,yes,@SteveScalise A Lesbian saved you Steve : But you pay her back by getting a swag bag of Gay Hate : You're a sick ev… https://t.co/iqyJwYIt12,1
2926,8.704636747118551e+17,Fri Jun 02 02:14:47 +0000 2017,yes,"@SpeakerRyan Lol. You need to pull your head out and grow a spine, Mr. Speaker. You are an embarrassment to real, h… https://t.co/fEgeTUH1L4",1
2927,9.152640719219956e+17,Tue Oct 03 17:15:34 +0000 2017,no,@SenatorLeahy Thank you senator for showing courage and standing up for 800k of us. God Bless The USA.,0
2928,8.358722336670515e+17,Sun Feb 26 15:20:44 +0000 2017,no,"@SpeakerRyan How 2 tell people the facts when so many, incl irresponsible Press, R bent upon 2 mislead unsuspecting innocent people ?",0
2929,8.897176139530772e+17,Tue Jul 25 05:23:03 +0000 2017,no,@SpeakerRyan @POTUS #iwillNOTbetrumped,0
2930,8.780362777440297e+17,Thu Jun 22 23:45:36 +0000 2017,no,@SenRonJohnson The healthcare bill cuts funding for women-MH and opiate protection! You said on the last tele TH yo… https://t.co/uEDcFZsRuV,0
2931,8.750974075199488e+17,Wed Jun 14 21:07:35 +0000 2017,no,@SteveScalise I hear rubbing NRA money on gunshot wounds works wonders.,0
2932,9.02633684347392e+17,Tue Aug 29 20:46:55 +0000 2017,no,@jasoninthehouse @realDonaldTrump Is Channing Phillips protecting Debbie Wasserman Schultz in U.S.A. vs Awans case… https://t.co/GWdyOZu8Nj,0
2933,8.893296708183368e+17,Mon Jul 24 03:41:31 +0000 2017,no,@SenJohnMcCain was a jump master for the Rangers my force recon died at 37 of agent orange was with him in the hospital when he started,0
2934,8.978633942792069e+17,Wed Aug 16 16:51:29 +0000 2017,no,@marcorubio @justinamash @senrobportman @SteveScalise @JeffFlake @PRyan @SenCoryGardner @SenatorCollins… https://t.co/N8f2cItvle,0
2935,9.123497921724824e+17,Mon Sep 25 16:15:15 +0000 2017,no,@SenJohnMcCain @TheStudyofWar @gen_jackkeane Sen. McCain: I am a proud democrat but have always been one of your st… https://t.co/cPZOs7KTn1,0
2936,8.934079871209554e+17,Fri Aug 04 09:47:17 +0000 2017,no,"@RepHuffman, 3 people were injured by guns in San Francisco today. What will you do about it? https://t.co/i7qsF8Fqv8 #shootatweet",0
2937,8.474533418064814e+17,Thu Mar 30 14:19:56 +0000 2017,no,@NancyPelosi,0
2938,8.261209811566019e+17,Mon Jan 30 17:32:45 +0000 2017,no,@NancyPelosi @RepHankJohnson What you say Nancy doesn't matter anymore!,0
2939,8.89938439738667e+17,Tue Jul 25 20:00:32 +0000 2017,yes,"@SenJohnMcCain @azfamily You're a goddamn disappointment. Fuck off, friend",1
2940,8.617265724363653e+17,Mon May 08 23:36:39 +0000 2017,no,@BradSherman Bummer - wanted to see you talk to someone Right of Center.,0
2941,9.00216495023829e+17,Wed Aug 23 04:41:52 +0000 2017,yes,"@SteveScalise @SpeakerRyan @jaketapper Get off your ass, support the President! Pass this agenda! Get on the… https://t.co/qbYCiW9DXz",1
2942,8.331988073829007e+17,Sun Feb 19 06:17:30 +0000 2017,no,@janschakowsky ... Jan Schakowsky is not who she pretends to be... https://t.co/amYuOmty51,0
2943,9.033181401253684e+17,Thu Aug 31 18:06:42 +0000 2017,no,@SpeakerRyan Answer this🤔🤔🤔 https://t.co/kOBFcF6dxa,0
2944,8.637341006366925e+17,Sun May 14 12:33:51 +0000 2017,no,"@SpeakerRyan Some people (U), think we're dumb, don't care, ain't smart enough to see through you; https://t.co/oiDyC1jOpn",0
2945,8.256496052788388e+17,Sun Jan 29 10:19:40 +0000 2017,yes,"@JacksonLeeTX18,Nigerian military killed over 20 unarmed #Biafrans celebrating #DonaldTrump's Inauguration https://t.co/zuW2Wdpb2y",1
2946,8.450145363944243e+17,Thu Mar 23 20:48:59 +0000 2017,yes,@SpeakerRyan Total loser! Can't even keep your party together when you (temporarily) control it all. Pathetic. Sad. Lowest ratings. low low.,1
2947,8.704426148390257e+17,Fri Jun 02 00:51:06 +0000 2017,no,@SenJohnMcCain https://t.co/UnDHtfg4gi,0
2948,8.772747890014822e+17,Tue Jun 20 21:19:43 +0000 2017,no,@SenSchumer https://t.co/IlJ5cd47Fw,0
2949,8.185239443492127e+17,Mon Jan 09 18:24:50 +0000 2017,no,@SpeakerRyan what's scary is ppl denied coverage for pre-existing conditions &amp; financially ruined by doc bills. What's your plan w/o #ACA ?,0
2950,8.427831874158305e+17,Fri Mar 17 17:02:24 +0000 2017,no,@SpeakerRyan would you please show a video(s) of abortions to the Reps. Maybe they would change their minds when seeing babies killed/cut up,0
2951,8.783954191848284e+17,Fri Jun 23 23:32:42 +0000 2017,no,@RepKinzinger Some of the cute factor is tempered by your party attempting to pass health care legislation that doe… https://t.co/JQJ93vpGHj,0
2952,8.416508401715118e+17,Tue Mar 14 14:02:52 +0000 2017,no,@RepSwalwell @MSNBC @maddow https://t.co/YH5I7bhufH,0
2953,8.619764162245427e+17,Tue May 09 16:09:27 +0000 2017,yes,@MaxineWaters @UpAllNightRN Damn right!,1
2954,8.194409693471375e+17,Thu Jan 12 07:08:46 +0000 2017,no,"@SenSchumer Really? When and how? In order for me to pass this on, I need more info. Thanks.",0
2955,8.797970757388452e+17,Tue Jun 27 20:22:23 +0000 2017,no,@SpeakerRyan @SenCoryGardner @SenJohnBarrasso @SenDeanHeller @SenatorCollins @lisamurkowski @SenCapito Save Planned… https://t.co/kYM7evDeMM,0
2956,9.1779941033916e+17,Tue Oct 10 17:10:05 +0000 2017,no,"@NancyPelosi @SpeakerRyan So, as one of the richest people in the country @NancyPelosi gets tax cuts from the GOP?… https://t.co/waI1nE5mA6",0
2957,8.713488807593042e+17,Sun Jun 04 12:52:16 +0000 2017,no,@SenJohnMcCain You are a threat to our country! Just go away!,0
