tweet_id,text,case,gt_sentiment
1254488749628518400_2020-07-09T14:55:04.000Z,Supreme Court..Also needs K Kushners taxes to..Released,mazars,Neutral
418196712_2018-06-04T14:57:56.000Z,"Happy pride month everyone, the Supreme Court just told evangelicals that they have a right to discriminate against me! If you provide a service, provide it for everyone or get a different fucking job.",masterpiece,Negative
16353659_2018-06-04T14:57:48.000Z,Presidump Trump proclaiming himself above the law... Supreme Court siding with religious fundamentalists over people’s civil rights... and it ain’t even 8am yet... this is going to be a rough week.,masterpiece,Negative
21989125_2020-07-09T16:34:36.000Z,I feel for the White House staff. They must be having a REALLY shitty day. #EveryonesLaughingAtYouDonald #SCOTUS,mazars,Negative
200917081_2020-07-15T14:31:52.000Z,I just cannot help but to he CONTINUOUSLY happy about the SCOTUS decision to recognize indigenous sovereignty in Oklahoma. To uphold boundary rights is to recognize the continued existence of Native American people and their cultural ancestry which predates the founding of theUSA,mazars,Positive
809948192_2020-07-09T18:50:07.000Z,"Well... the Supreme Court decision today kind of destroys my hope of getting trump out of the WH b4 November. That means he has 6 more months to cheat, steal, and kill with impunity. Meanwhile, the GOP ""can put lipstick on the pig, but he's still a pig"". His damage will continue!",mazars,Negative
1006652004_2020-07-09T14:46:53.000Z,We will not see Trump’s taxes in 2020. Supreme Court blocks Congress from getting his taxes. For now....,mazars,Negative
1245501540682604545_2020-07-09T22:58:33.000Z,The Supreme Court @nusaSCOTUS it’s abvious to me that your group lacks the integrity and decency to do the right thing for the people of America.,mazars,Negative
55937627_2018-06-05T05:06:52.000Z,"Re the “narrow ruling” by SCOTUS, it’s amazing how this whole issue could have been avoided if someone who claimed to be a Christian actually acted as one... that is, lived up to the ethos of its own creeds. Mt 5-7",masterpiece,Negative
2829229388_2018-06-04T17:06:16.000Z,I can’t believe the Supreme Court sided with homophobic people. So messed up.,masterpiece,Negative
21922309_2020-07-09T14:26:00.000Z,"🔥🔥🔥🚨🚨🚨
BREAKING NEWS
#SCOTUS HAS RULED THAT @realDonaldTrump MUST release his taxes and MUST answer Congressional subpoenas but they must be more specific 

The ruling is 7-2! 

Both Trump justices &amp; Roberts agree with liberals.

Back to court, but no absolute immunity",mazars,Neutral
16636651_2020-07-17T21:15:27.000Z,"Where’s the meme that says: if RBG can work on the #SCOTUS during liver cancer chemotherapy, then you can wear a mask?
#RGBFOREVER #dontbeamaskhole",mazars,Negative
16541214_2020-07-09T15:58:30.000Z,"FYI a shit ton of law suits and investigations will be expedited because of SCOTUS’ ruling against Trump today. 

He’s been delaying and dodging for 3 1/2 years under the premise he’s POTUS and has ABSOLUTE IMMUNITY. 

SCOTUS says he doesn’t have that and is not above the law.",mazars,Neutral
96130637_2020-07-09T12:01:25.000Z,"I mean, is there ANYTHING that could be revealed in #TrumpTaxReturns that would change the way he's viewed? We know he's a con. He's killed 130k Americans, genuflects to Putin and Kim, and allowed bounties on our soldiers. Don't think it matters what #SCOTUS decides, really.",mazars,Negative
100578111_2018-06-05T00:00:56.000Z,I understand the need for supreme Court rulings and why they are important to a society of laws. I just can't shake the sad feeling that the highest court in the land had to sit around deliberating when it's cool to be a prick. Everyone in this story annoys me. ¯\_(ツ)_/¯,masterpiece,Negative
391836258_2020-07-09T18:51:27.000Z,"A major victory for Native Americans today with Eastern Oklahoma remaining their land.

Also, Trump can’t block his taxes. 

THANK YOU, SCOTUS!",mazars,Positive
40532762_2018-06-05T07:15:31.000Z,I wish I had the time to read SCOTUS decisions and dissents from beginning to end.,masterpiece,Neutral
221370464_2020-07-20T10:31:50.000Z,Thinking of how #MoscowMitchMcConnell delayed the SCOTUS spot by refusing to vote on Merrick Garland. I have no doubt he knew what the Russians were going to do with the 2016 election. No other reason to delay a nomination. #GOPTraitors,mazars,Negative
272835160_2020-07-15T12:11:38.000Z,RBG gonna croke before November and then we ll all be fucked because you know mitch mccuckle will force a new Supreme Court justice down our throats.,mazars,Negative
272301678_2020-07-09T13:51:05.000Z,"It’s Christmas for liberals, with SCOTUS set to announce in the 2 cases involving Trump’s tax returns. Of course, the only people who care about such things are suffering from mental illness.  The rest of us simply don’t care.",mazars,Negative
949734797924077569_2020-07-09T21:16:23.000Z,70-126k women are expected to lose contraceptive coverage because the Supreme Court ruled Wednesday that businesses can refuse to provide due to their own religious or moral reasons ..........,mazars,Negative
84210850_2018-06-04T16:04:23.000Z,"Someone please do a piece, in simple, concise wording, about what the Supreme Court ruling actually means.",masterpiece,Neutral
1039346703760072704_2020-07-09T01:43:11.000Z,"Tomorrow is the Supreme Court decision as to whether trumps tax information can be gone over by investors.

Are there any guesses as to how Kavanaugh will lean on this one?",mazars,Neutral
20483872_2020-07-09T14:46:50.000Z,"So, shorter #scotus :”Let’s chainsaw the baby in half “",mazars,Negative
64887867_2020-07-09T15:06:00.000Z,The Supreme Court is ACTIVE,mazars,Neutral
336002320_2018-06-06T21:25:19.000Z,"#Resistance 

We can pretty much the mess we're in on SCOTUS.  By allowing Citizens United, they opened Pandora's Box for criminals &amp; criminal activity to infiltrate an electoral system that needs to be revamped.  WE NEED TO END CITIZEN'S UNITED!!",masterpiece,Negative
24622166_2020-07-17T17:47:50.000Z,Y’all be pray for #RBG because that man in the White House can’t get another #SCOTUS pick,mazars,Negative
196464059_2020-07-09T14:33:01.000Z,I could really use a @RandyRainbow  song about the Roberts SCOTUS.,mazars,Positive
25238875_2020-07-17T20:50:10.000Z,Y’all better pray for RGB if anything happens to her 🤡 face gets to put another kavanaugh on the Supreme Court stay woke ✊🏾✊🏾✊🏾,mazars,Negative
2270660737_2018-06-04T17:08:41.000Z,No ques #SCOTUS decision is stinging-BUT calls 4 fortitude &amp; resilience-AS WE HAVE SHOWN SUCCESSFULLY SO MANY TIMES BEFORE. #POTUS thinks this will keep #LGBT down - NEVER! We will preserver &amp; succeed as we always have! The fight NEVER ENDS! #LGBTQSTRONG,masterpiece,Positive
3321865776_2020-07-11T23:51:51.000Z,The only good SCOTUS justice was Thurgood Marshall all the rest I just assume worship the devil like their buddy Anton,mazars,Negative
2878482807_2020-07-09T15:34:20.000Z,"Thomas and Alito are a joke.
#SCOTUS",mazars,Negative
267322170_2018-06-05T10:17:25.000Z,"In a 6-2 decision, the U.S. Supreme Court ruled on Tuesday that police officers who prolong traffic stops without just cause are in violation of the Fourth Amendment. Knowing your rights is the best way to protect them! This is what the Baytown officers do.",masterpiece,Neutral
23031338_2020-07-09T15:19:15.000Z,"Not the first time Democrats have used political power or the IRS tax returns or filings to punish Conservatives. Take away:  Supreme Court has questioned the Democrats Judiciary  Committee's subpoena, as a broad search of @POTUS tax records10 years as political ammunition.",mazars,Negative
503692875_2020-07-17T17:40:04.000Z,"It’s been almost a month since SCOTUS ruled that the Trump admin must continue to issue protection from deportation and work permits to young undocumented people. 

THEY HAVE REFUSED. 

Today, yet another court in MD has told them to do so or be held in contempt of court.",mazars,Negative
3742862842_2018-06-04T20:10:57.000Z,"Unfortunately, this Supreme Court decision was right.

Fortunately, it's not likely to be applicable to many cases in the US.",masterpiece,Positive
303512493_2020-07-09T14:36:58.000Z,"CY VANCE TRUMP TAXES STATEMENT: Our investigation, which has been delayed by this litigation, WILL NOW RESUME... #SCOTUS @WUSA9",mazars,Neutral
15620393_2020-07-09T14:13:10.000Z,🆘🆘🆘7-2 #SCOTUS in favor of Cy Vance,mazars,Neutral
29405939_2018-06-04T21:08:23.000Z,"SCOTUS: ""No one can be the judge in his own case""
Can one be the judge in a family member's case? It would be really weird if one could.
It should mean that @realDonaldTrump Senior can't pardon junior, Jared, Melania or Ivanka, right?",masterpiece,Neutral
1950362468_2020-07-09T14:25:51.000Z,The rule of law still exists. Thank you SCOTUS. @realDonaldTrump is not above the law. Show us those returns and give us confidence in the role of @POTUS,mazars,Positive
826900165810335745_2018-06-07T21:09:45.000Z,"Former POTUS Obama did tell one truth HIS PROMISE TO FUNDAMENTALLY CHANGE AMERICA.
The Supreme Court  made same sex marriage legal against God's Law of one man &amp; one woman!!!",masterpiece,Negative
321511381_2018-06-04T18:06:33.000Z,"Alright y’all, we are definitely in trouble with this crooked, conservative leaning Supreme Court. They chose to side with the baker who denied a gay couple a cake, discrimination is now above the law in the eyes of our highest courts.",masterpiece,Negative
104701177_2018-06-04T15:45:14.000Z,Seeing people’s SCOTUS takes really exposes how I’m one of those fringy “folks probably shouldn’t be jailed or killed for bigoted opinions” types of people.,masterpiece,Negative
27264306_2018-06-04T14:31:14.000Z,"Abolish the Supreme Court, create a new, more Democratic judiciary.",masterpiece,Negative
19563984_2020-07-10T00:26:29.000Z,If a name were to be given for this term of #SCOTUS it would have be #EraOfGentleReproofAndRebuke. #ChiefJusticeRoberts steered a course that hews to his more conservative jurisprudence while attempting to elide the stink of politics; all the while hinting at missteps by #Trump,mazars,Positive
374878150_2020-07-11T03:49:50.000Z,"Watching The Pelican Brief tonight I realized the plot would change in 2020. The President has 2 SCOTUS judges killed, then has the AG &amp; head of FBI over to celebrate while Fox News blames it on BLM movement. Nobody does a single day in jail. Ivaka &amp; Jared become supremes.",mazars,Negative
15502608_2020-07-09T14:30:19.000Z,SCOTUS with a Heisman-level punt there.,mazars,Negative
732974415718158336_2020-07-09T21:02:46.000Z,"I’m still annoyed that if a Supreme Court decision favors a corporation or an old white dudes beliefs, the narrative is often “it was justice” but if a woman, minority, or in this case a sovereign nation wins, it’s cast as “sympathy &amp; charity” like we got a handout from SCOTUS.",mazars,Negative
508006873_2020-07-10T12:54:04.000Z,"I know for a fact that if I had nothing to hide, I'd go all the way to the Supreme Court to keep it hidden. #TrumpLogic

@realDonaldTrump #NotaBillionaire #MoneyLaundererinChief #TrumpTaxReturns",mazars,Negative
1410894296_2018-06-06T03:52:21.000Z,Responsibilities of The Supreme Court the highest court in the country need to do their job. And that job is to uphold our constitution and morals.  They have the power to stop the lunacy in D.C. Its time for them to protect all of us,masterpiece,Negative
725433456_2020-07-09T12:58:14.000Z,"NEW:

@WNDU will have a special report just after 10 a.m. if the Supreme Court issues a major decision by that time, as expected this morning.",mazars,Neutral
1074780816864149505_2020-07-09T18:30:57.000Z,"If a murderer was given the death penalty, but the Judge said it couldn’t be enforced until the murderer died of natural causes, would that be justice? Thanks for nothing SCOTUS!!😡😡😡😡",mazars,Negative
514510608_2018-06-04T21:08:23.000Z,Extremely disappointed in the Supreme Court today. Ginsburg hit it on the head with her dissent.”What matters is that Phillips would not provide a good or service to a same-sex couple that he would provide to a heterosexual couple.”,masterpiece,Negative
28459706_2020-07-09T18:53:42.000Z,But can it also be our “religious freedom” to deny coverage to or deny employment for anyone who doesn’t wear a mask? #SCOTUS,mazars,Negative
26008135_2020-07-14T22:33:32.000Z,Pray for #RBG #SCOTUS,mazars,Positive
20657163_2018-06-05T14:23:02.000Z,Delaware Gov. John Carney is expected to put a bet down @DoverDowns this afternoon as his state becomes the first to offer sports betting following last month’s SCOTUS ruling that overturned PASPA.,masterpiece,Neutral
910124566231621632_2020-07-09T14:58:10.000Z,Scotus blocked congress from getting this pos taxes as well as nysc. He will cheat for sure now and run out the clock. Statute of limitations only 3 yrs so 4.more yrs important to him,mazars,Negative
40726645_2020-07-15T06:58:28.000Z,God bless we need your voice in the Supreme Court.🙏👍😷🙋‍♀️❤,mazars,Positive
1057492430_2018-06-05T01:32:39.000Z,So did the Supreme Court give me permission to not have white rich Christian teenagers in my store because I’m afraid they will shoot me? Being shot is against my religious beliefs.,masterpiece,Negative
34970027_2018-06-04T16:53:41.000Z,Fuck religion. #SCOTUS #MasterpieceCakeshop #IndictTrumpAndPenceNow,masterpiece,Negative
960339009179353090_2020-07-09T13:21:37.000Z,Guess Donny didn't get to much sleep last night. I prayed last night that Scotus makes the right decision.,mazars,Negative
33267359_2018-06-04T22:53:56.000Z,I hope that all of the politicians applauding today’s #SCOTUS decision remember that religious freedom includes ALL religions. This is NOT a license to discriminate. Next step is to identify those who hide behind religion as a form of discrimination and not patronize them.,masterpiece,Negative
14719614_2018-06-04T23:14:53.000Z,I notice that the usual suspects aren't screaming about judicial activism today... #SCOTUS,masterpiece,Negative
23522451_2020-07-09T14:37:02.000Z,SCOTUS kicks cans until after the election.  He may still go to jail.,mazars,Negative
20912571_2020-07-09T15:44:15.000Z,#SCOTUS has been 🔥 lately. Almost better than sports. So good-,mazars,Positive
2460710438_2020-07-09T17:34:57.000Z,Some days when big things happen in the news - i.e. Supreme Court Rulings this morning - I think to look at President Trump’s twitter and then I want to just implode and cry forever because this is where we are 😭,mazars,Negative
891939020116303872_2020-07-13T21:29:16.000Z,The Supreme Court has a 5-4 conservative majority. Ruth Bader Gingsburg has had several health issues. She’s likely to retire within the next four years if Tr*mp wins he gets to pick her replacement making the court 6-3 conservative majority.,mazars,Negative
25370185_2020-07-09T11:11:46.000Z,"So who is expecting the worst today because, hey, why not?

I’ll be happy if nobody left-leaning on the Supreme Court announces they’re retiring. That’s about all I got.",mazars,Negative
25902392_2020-07-09T13:58:00.000Z,"I dont understand how SCOTUS is claiming ""religious freedom "" to deny (or provide coverage) for the employer and NOT the employee.. the individual should he allowed to practice the religious freedom.",mazars,Negative
562504067_2018-06-04T15:42:16.000Z,#Supreme Court upholds my right to continue being a complete asshole #SCOTUS,masterpiece,Negative
63194232_2018-06-04T18:35:19.000Z,"A whole lot of racists are going to be doing crash courses on the ""Curse of Ham"" in the Old Testament to justify not selling to blacks right about ... now. #SCOTUS",masterpiece,Negative
21025910_2020-07-09T15:58:44.000Z,Relieved that the Supreme Court has finally made it clear that Trump’s taxes can cannot can’t not be subpoenaed.,mazars,Negative
956694332_2020-07-09T14:56:39.000Z,"The Supreme Court on Thursday cleared the way for prosecutors in New York to see President Trump’s financial records, a stunning defeat for Mr. Trump but a decision that probably means the records will be shielded from public scrutiny under grand jury secrecy rules",mazars,Neutral
314985459_2018-06-04T14:39:07.000Z,The Supreme Court’s ruling today is why we must keep vigilant. We are still being hunted.,masterpiece,Negative
43809211_2020-07-09T14:20:17.000Z,"BREAKING SCOTUS NEWS
TRUMP FINANCIAL CASE

Manhattan DA case / tax returns
Hush money payments

7-2 opinion
Not absolutely immunity for POTUS
Sending back to lower court
Won't see before election
#ONEV1",mazars,Neutral
588703942_2020-07-09T14:20:03.000Z,So a “Grand Jury” is investigating @realDonaldTrump for TAX FRAUD and #SCOTUS just alllowed this case to CONTINUE by ordering Trumps taxes RELEASED!! If he’s indicted....god help us all. #2020 #PresidentPence?,mazars,Negative
41387325_2018-06-04T17:00:38.000Z,"#conservatives shouldn't depend on the Supreme Court to rule against state government officials who want to take away freedom. Get involved in #GOPprimary elections and kick out #RINOs in state/local offices.

@JanMorgan_ @ConduitNews #MondayMotivation #Bakery #SCOTUS",masterpiece,Negative
133088131_2020-07-09T14:07:14.000Z,SCOTUS confirms Creek Territory IS Creek Territory. Gorsuch for majority.,mazars,Positive
25082293_2018-06-04T14:27:54.000Z,Supreme Court just decided for the baker in Colorado that didn’t want to bake a cake for a gay couple.,masterpiece,Neutral
1053367449628872705_2020-07-11T01:24:18.000Z,Coachers. I have been informed that a decision has been made by the Supreme Court that #vegasgate information cannot be released today. I believe it will be released tomorrow. Some investigations are still ongoing.,mazars,Neutral
492171892_2018-06-04T20:23:51.000Z,Every time anyone claims Christians in the US are “persecuted” for having to bake a cake for a gay couple - let us remember Aisha Bibi on Pakistani death row since 2010 for a fake blasphemy charge #Scotus @unitedchurch @DouthatNYT @flemingrut @ChristianCent @FatherTim @rfloyd7,masterpiece,Negative
253355926_2020-07-09T10:34:57.000Z,At 10:00 am EDT today: Is Oklahoma really Oklahoma? Are Trump's taxes immune from subpoena. Tune in to the exciting season finale of #JulyMadness and find out (maybe). #SCOTUS,mazars,Neutral
48650395_2020-07-09T15:14:41.000Z,Thurgood Marshall’s successor on the Supreme Court was Clarence Thomas. I’ll never get over that.,mazars,Negative
36717939_2018-06-04T15:25:18.000Z,Since when was 7-2 a “narrow” decision? #SCOTUS,masterpiece,Negative
1271121942574256131_2020-07-09T02:06:15.000Z,Does any of y’all know if SCOTUS is leaning towards shielding trump finances or not? Asking for a friend ...,mazars,Neutral
2170514804_2018-06-05T05:25:39.000Z,"If someone for ANY reason doesn't want to bake u a cake or make the flowers for your wedding.

GO ACROSS THE STREET TO A DIFFERENT VENDOR! Give your $$ to people that want it.

Don't go to the supreme court! #LGBT Community you are making gays seemed oppressed! We are not! #cake",masterpiece,Negative
20799705_2018-06-04T19:07:45.000Z,Twitter raging with misinformation about the #SCOTUS decision.  Slow down everyone and go read a news report actually detailing the decision,masterpiece,Negative
169609704_2018-06-04T15:11:05.000Z,Supreme court ruling today is in no way a discrimination against our LGBT community. They will continue to live their live in dignity and love in this country of our where freedom is for everyone.,masterpiece,Positive
867490007216381954_2020-07-09T21:57:08.000Z,In light of today’s SCOTUS ruling regarding tribal sovereignty in Oklahoma. An important reminder is that congress still has plenary power over tribes and can nullify treaties and terminate tribes if they so choose. A second term for Trump will likely include these policies.,mazars,Negative
910124566231621632_2020-07-10T03:28:07.000Z,"A pundit is agreeing with me that in all actuality the scotus did not deal trump losses today and that the spin that he DID lose is overstated. I am as mad at scotus as I have been the gop senate. We have an oligarchy,  people.",mazars,Negative
213826418_2018-06-04T14:54:06.000Z,With a 7-2 decision SCOTUS honors religious liberty. Big win. #JusticeForJack,masterpiece,Positive
172829115_2020-07-09T14:57:49.000Z,"The 45 and SCOTUS info is cool and all, but unless you're a lawyer, I'm taking your hot takes with a few margaritas worth of salt.",mazars,Negative
16188864_2020-07-09T15:12:49.000Z,Trump’s Tweet storm against the #SCOTUS decisions shows he is too stupid to realize this is the best the right-wing Justices could do for him.,mazars,Negative
17202417_2018-06-05T03:36:16.000Z,Heavy day. Pride month and both institutions (supreme court) and friends (erasing a narrative) seem content in pushing others to feel shame for who they are. 🤦🏽‍♀️,masterpiece,Negative
18465772_2020-07-09T14:20:08.000Z,SCOTUS going historical today mentioning Burr and Hamilton,mazars,Neutral
910124566231621632_2020-07-09T23:01:34.000Z,"On behalf of DT, I wanna thank scotus for insuring that all the corruption he has been hiding in his taxes by the "" endless audit"" wont be seen by the voters ahead of the 2020 election!!!! I  dont care about some SYMBOLIC defeat he got today.",mazars,Negative
40025771_2020-07-10T14:31:04.000Z,Lots of angst about SCOTUS’s rulings from people who don’t know what’s like to have to continually fight for what they believe in. Fight to be heard. Fight to ensure laws are followed. Every. Day. Is a fight but you pick yourself up and ...you fight.,mazars,Negative
40253343_2018-06-06T15:44:00.000Z,"While I am saddened by the SCOTUS decision in #MasterpieceCakeshop this had been going on for decades in women's healthcare. Doctors have denied women bc methods and sterilization because it goes against their beliefs. 
But this time it made the news because they were dudes.",masterpiece,Negative
502418385_2020-07-09T16:43:04.000Z,"If the Supreme Court has never had to decide if your race should have the same rights as others, you have privilege. Fact. #thursdayvibes",mazars,Negative
344651731_2018-06-06T14:01:01.000Z,Who were the two SCOTUS who voted against the Colorado baker?,masterpiece,Neutral
114589939_2018-06-05T12:15:44.000Z,"#LOL at the Colorado baker who won a SCOTUS case against a same-sex couple. Fine, have your religious liberty, I’m sure other bakers would rather have the cash than to be self-righteous. #allmoneyspends",masterpiece,Negative
767869023057014784_2018-06-04T14:53:59.000Z,"welp, the Supreme Court ruled in favor of ""religious freedom,"" in that a bakery can refuse to make wedding cakes for gay couples.  bakeries that follow suit should have to announce their stance, in advertising &amp; on front door, so we all know who to boycott",masterpiece,Negative
1199154271444332545_2020-07-11T14:53:52.000Z,Why is trump so casual about this election he knows something we don’t the fix is in it will be hacked and he will be elected and the Supreme Court will OK it where in the fucking world of trouble this one’s great country which is now shit fuck you Donnie,mazars,Negative
4740760336_2018-06-05T12:09:32.000Z,The cake maker that refused to make a wedding cake won his supreme Court case. Gay and straight aside that's a huge win for freedom of speech!,masterpiece,Positive
1629035310_2018-06-04T15:49:00.000Z,"This Supreme Court ruling should not be a surprise to anyone. It is very clear that the OWNER of a business has the right to serve or not serve who they please, especially in reguards to religious belief.  #SCOTUS made the right decision here 100%

Also 7-2 is not narrow.",masterpiece,Positive
18963183_2018-06-04T14:52:50.000Z,"I remember when CNN was somewhat neutral. They now are not. For fun, after the SCOTUS Masterpiece Cakeshop ruling was announced, I turned to CNN to see their response. They praised the 2 dissenting justices, and tried to explain what happened while flustered. No thank you.",masterpiece,Negative
1236415806419935232_2020-07-17T21:29:50.000Z,"Justice Ruth Bader Ginsburg admitted to once again having Cancer.
It's time for preperations to be made for picking the next Supreme court justice who will Succeed Justice Bader Ginsburg.

Pray for Ms Bader Ginsburg in her time of Need.",mazars,Neutral
58770508_2020-07-18T00:30:17.000Z,"Let’s be clear: If Trump gets another SCOTUS pick between now and when his ass is summarily kicked out of the White House, @JoeBiden needs to nominate Merrick Garland as the tenth justice. Garland’s confirmation vote was unconstitutionally stolen by McConnell.",mazars,Negative
2664727143_2018-06-07T02:16:26.000Z,"Well, it's done. The toilet has been flushed and we're a going down. Corporations now have religious freedom. It wasn't bad enough the supreme court made corporations people, too, which is what started us on this slippery slope. Is there no one left with a brain?",masterpiece,Negative
19047701_2020-07-09T14:23:17.000Z,"FYI....THE PRESIDENT IS NOT ABOVE THE LAW!!!
Thank you SCOTUS!!!
#trumpstaxes",mazars,Positive
11953892_2020-07-10T12:23:38.000Z,"I’ve been thinking about the supreme court decision on Trump. Wondering how the vote would have gone if it was against another president in office. Reagan, Clinton, Obama? Which president would have gotten a unanimous vote against absolute power?",mazars,Neutral
43362603_2020-07-09T23:56:43.000Z,Celebrating the @Scotus ruling on @realDonaldTrump’s #TaxReturns by making @chrissyteigen’s #bananabread. 🙌,mazars,Positive
43809211_2020-07-09T14:28:04.000Z,"BREAKING SCOTUS NEWS
TRUMP FINANCIAL CASE

Congressional committees

7-2 opinion
Financial records blocked for now
Back to lower courts
#ONEV1",mazars,Neutral
322279925_2020-07-10T00:42:18.000Z,"What nobody has ever seen before is when your ass is in court in New York for tax fraud. Also a president (who was impeached), dressed in an orange jumpsuit. That is what nobody has even seen. Also for your information, the Supreme Court doesn’t indulge in witch hunts. Idiot",mazars,Negative
3050192445_2018-06-04T20:29:37.000Z,The fact that Jack’s case had to go to #SCOTUS proves how far we’ve come from the Constitution. Upholding the 1A &amp; protecting religious freedom shouldn’t be big news in America! But I’m thankful that today was a big step toward Constitutional values! #JusticeForJack  🇺🇸,masterpiece,Positive
779297885259042816_2018-06-05T10:18:49.000Z,The Supreme Court is starting to do what Trump has promised and what the Republicans want. We can't let Trump get another judicial appointment. Obama was cheated out of his appointment and McConnell will rot in hell for that. TAKE THE HILL!,masterpiece,Negative
8758962_2018-06-04T17:34:05.000Z,"Seriously though,
How many Christian bakeries refuse to make cakes for second marriages or marriages where the bride isn't a virgin?

I'm guessing not many. It's not about religious convictions it's about discrimination and it's fucking gross that our Supreme Court is allowing it",masterpiece,Negative
1001835050889957376_2020-07-16T04:40:00.000Z,"Scotus is High AF, clearly medicated.⚰️🦠☠️",mazars,Negative
16472606_2018-06-07T12:39:34.000Z,The Supreme Court essentially allowed Christian baker a get out of discontinuation free card. They decided the case on the issue of the Colorado commission being mean to the baker. That’s the basic justification.,masterpiece,Negative
970172411214626816_2020-07-09T17:35:47.000Z,Excited and astounded the SCOTUS did the right thing. I had grave concerns.,mazars,Positive
128960677_2018-06-04T14:38:11.000Z,"Well, then. 😡🤬🤯 Cakes are too many empty calories anyway. #SCOTUS #PrideMonth2018 #secondclasscitizens",masterpiece,Negative
591928513_2020-07-15T17:32:01.000Z,PSA: Stop saying that “stay at home orders” &amp; “mask mandates” are “unconstitutional”. The United States Supreme Court has already issued a precedent during the Smallpox epidemic that Constitutional rights can be curtailed during a public health emergency. It's currently the law.,mazars,Negative
89475133_2018-06-04T19:03:57.000Z,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,masterpiece,Neutral
1101280225353220096_2020-07-09T14:15:33.000Z,🗣 Let me see them taxes Trump!!! #SCOTUS,mazars,Positive
23155584_2020-07-09T14:18:11.000Z,Lord have mercy this journey with the SCOTUS in 2020 has been a RIDE!!,mazars,Negative
2211476448_2020-07-14T17:18:52.000Z,"Why aren’t Supreme Court judges, federal and state, elected by the people?  Shouldn’t we have a choice in which bias we want to lead the courts?  #vote4judges",mazars,Negative
2183348927_2020-07-09T15:05:41.000Z,"So I’m happy SCOTUS agreed that the President is not above the law, but the decision does seem like it was a punt to the lower courts in regards to releasing the actual tax returns, so.... yeah. Don’t think those will be released for a while",mazars,Neutral
701606101_2020-07-09T14:24:25.000Z,Nice. #SCOTUS rules 7-2 (Thomas &amp; Alito dissenting) in Trump v. Vance that Manhattan DA can subpoena @realDonaldTrump's income tax returns.,mazars,Positive
49468412_2018-06-04T14:27:52.000Z,#BREAKING: Supreme Court rules narrowly for baker who refused to create same-sex couple's wedding cake,masterpiece,Neutral
70124848_2020-07-09T15:30:31.000Z,And Donald Trump announces he is suing the Supreme Court in 3..2..1..,mazars,Negative
185681063_2018-06-04T14:21:52.000Z,Boy the Supreme Court sure is acting an ass today. But then again why should I expect the very people who made corporations people to do the right thing. #ThisIsAmerica,masterpiece,Negative
249051050_2018-06-08T02:18:24.000Z,"Assuming the newest ACA case makes it to #SCOTUS, doesn’t the Texas/DOJ non-severability argument/assumption run into a problem? Thomas’s concurrence in the PASPA case suggests he won’t buy it, right? #AppellateTwitter #LawTwitter",masterpiece,Neutral
60188319_2018-06-04T16:31:20.000Z,#SCOTUS love to see gay couple take on hijab wearing cake baker,masterpiece,Negative
3543692838_2018-06-05T01:56:27.000Z,# admissionvsinterst. Trump has admitted he was guilty of obstruction and is banking on his “Imperial Presidency “ defense and  Republicans on SCOTUS,masterpiece,Negative
1147054299035394048_2020-07-09T14:11:53.000Z,WOW! I WAS ABOUT TO LOSE MY BELIEFS &amp; CONFIDENCE IN THE SUPREME COURT OF THE UNITED STATES. I AM BIG ON LAW &amp; ORDER. LAW &amp; ORDER EQUAL FOR ALL! MY DEFINITION OF SUPREME LIVES HIGH IN ESTEEM. UNVARNISHED &amp; UNWAVERING EQUALITY FOR EVERY man woman child public private or government.,mazars,Positive
388321372_2018-06-04T14:43:30.000Z,"It’s against my religion to pay taxes. So I get a free pass, right? #SCOTUS",masterpiece,Negative
713403672785330178_2020-07-09T14:41:00.000Z,"If the Manhattan district attorney is now able to get all of @realDonaldTrump’s tax records, then I want to see all of the tax records for each #SCOTUS justice.

Fair is fair, right?",mazars,Negative
1014246149967024134_2020-07-10T20:07:45.000Z,The Supreme Court is putting Trump crime family on a fast track to an indictment,mazars,Negative
763168634977947649_2020-07-17T17:52:02.000Z,RBG’s health conditions should again cause us to consider the stupid life appointments we give to SCOTUS. A set term with a justice nominated and rotating in/term ending every 2 years would eliminate a lot of the toxicity in our politics.,mazars,Negative
376388082_2018-06-04T22:12:38.000Z,"One thing is for sure. If the SCOTUS decision went against the baker, the lede would not be the technically accurate ""narrowly."" The 7-2 would be emphasized as ""Overwhelming, clear victory for gay rights.""",masterpiece,Negative
1641062696_2018-06-04T14:51:50.000Z,Thank you SCOTUS for affirming my right to refuse service to anyone who has seen 100% of Marvel movies. I finally feel safe in America.,masterpiece,Positive
574030924_2018-06-04T15:45:18.000Z,I’m sorry that SCOTUS decision siding w/baker in gay wedding cake case is being criticized by @Judgenap on @Varneyco Free markets allow a gay couple 2 go 2 a baker who’d be GLAD 2 bake their cake. As a photographer I’d be glad 2 shoot their wed but respect religious freedom,masterpiece,Positive
54143577_2020-07-09T15:12:31.000Z,"The SCOTUS handed President Trump a partial loss Thursday, ruling that he isn't ""categorically immune"" from having his pre-presidential financial records released to a NY grand jury. But in a second decision, the court pushed back against the breadth of congressional authority.",mazars,Neutral
