source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_2682,2682,mlburnham/acled_event_entailment,"Around 15 June 1997 (month of), Kamajor Militia and RUF: Revolutionary United Front engaged in battles in Tinkonko (Southern, Bo). No fatalities.",This text is about a protest with excessive force.,1,0
event_test_2683,2683,mlburnham/acled_event_entailment,"Giants Brigades forces clashed with Houthi forces and took over the villages of Bani Qays, Al Musa, Jiradha, Al Hijlah, Al Akramah, Al Atir, and Hilwah (Harib, Marib) as well as Darb Al Bu Tuhayf (Ain, Shabwah) killing and injuring hundreds of Houthi fighters. Unclear fatalities coded as 50 (half of 100) and split between 6 locations.",This text is about a protest with excessive force.,1,0
event_test_2684,2684,mlburnham/acled_event_entailment,"IS took control of Um al-Ghor in the Hama countryside from Hayat Tahrir al-Sham in clashes. Clashes in Masloukha, Qasr Bin Wardan, Hasrat, Rasm Elahmar, Sarha, Sarha al-Shamali, Mustariha, Um al-Ghor, and Byud, where Hayat Tahrir al-Sham fighters were reportedly taken captive and fighters on both sides were killed and injured. The unknown number of fatalities are coded as 10 and split between the 9 locations, with Masloukha allocated 2 fatalities and all other locations allocated 1.",This text is about a protest with excessive force.,1,0
event_test_2685,2685,mlburnham/acled_event_entailment,"IS forces captured the villages of Andarin, al-Samaqiyah, Huma, Najm al-Zuhur, and Umm al-Qurn rebel forces with neither injuries nor fatalities reported. Coded with geoprecision 2 since only Andree could be found.",This text is about a protest with excessive force.,1,0
event_test_2686,2686,mlburnham/acled_event_entailment,"RSF (supported by allied militia, coded as Darfur Arab militia) looted and set fire to the Ministry of Health, the police and central reserve headquarters, the courthouse, and the prosecutor's office in Zalingei (Zalingi, Central Darfur). RSF took over the city and seized the governor's house.",This text is about a protest with excessive force.,1,0
event_test_2687,2687,mlburnham/acled_event_entailment,Rebels controlled Abadi hill south of Maar Dis village in Hama from Syrian regime forces. Neither injuries nor fatalities were reported.,This text is about a protest with excessive force.,1,0
event_test_2688,2688,mlburnham/acled_event_entailment,"Boko Haram militants engaged ISWAP militants in an armed clash and seized ISWAP dominated Kirta Wulgo (Monguno, Borno). Scores of militants were killed with some local witnesses reporting over a hundred dead. Unknown fatalities (scores) coded as 20.",This text is about a protest with excessive force.,1,0
event_test_2689,2689,mlburnham/acled_event_entailment,"13-14 policemen (10 local policemen and 3 national policemen) were killed and 5 were wounded following attacks by Taliban Red Unit militants on 3 check points in Khwaja Ghar district centre, Takhar. Taliban overtook the check points.",This text is about a protest with excessive force.,1,0
event_test_2690,2690,mlburnham/acled_event_entailment,The Benghazi Revolutionaries Shura Council said it seized control of the air defence base near Benina airport after a battle against forces loyal to retired Maj-Gen Khalifah Haftar. The head of Al-Saiqah Special Forces denied that they had lost control.,This text is about a protest with excessive force.,1,0
event_test_2691,2691,mlburnham/acled_event_entailment,Syrian Democratic Forces captured Hunaida village from the Islamic State fighters. No reported fatalities.,This text is about a protest with excessive force.,1,0
event_test_2692,2692,mlburnham/acled_event_entailment,"Clashes erupted between special security forces and secessionist fighters in Khor Maksar, Dar Sad and Tawahi, Aden. According to Xinhua, the fighters seized government and military institutions in Khor Maksar area. At least three people were killed.",This text is about a protest with excessive force.,1,0
event_test_2693,2693,mlburnham/acled_event_entailment,"Taliban militants overtook Gizab district adminstration center, police HQ, a base, and 13 checkpoints as well as the Kakh, Chowney, Balazharah, Darah-ye Sayyidan, Qizilbash, KhiliNawo, and Omid areas of the district. 13 policemen were taken as hostages. 3 policemen were killed during an attack by Taliban on a prison and 2 policemen were killed during other clashes. One event coded for each location, 8 events coded in total, Kakh, Chowney, Balazharah, Darah-ye Sayyidan, Qizilbash, Gizab with GP2 coded for Omid and Gizab district centre. All fatalities coded to Gizab center. Reports indicate casualties are likely higher, but exact numbers remained unknown as communications are cut.",This text is about a protest with excessive force.,1,0
event_test_2694,2694,mlburnham/acled_event_entailment,Fighters aligned with the government have briefly seized an animal market in Mogadishu on the outskirt of Heliwa district north of Mogadishu after they attacked Islamic soldiers. Two civilians were killed in the fighting .,This text is about a protest with excessive force.,1,0
event_test_2695,2695,mlburnham/acled_event_entailment,"Taliban militants captured Herat airport and the Zafar Army Corps in Guzara district, Herat. During the take over, 300 Afghan army personnel surrendered to the Taliban. No other information on casualties.",This text is about a protest with excessive force.,1,0
event_test_2696,2696,mlburnham/acled_event_entailment,"Mayi Mayi Militia (Morgan Ekasambaza) clashed with FARDC and overtook TP village, Ituri to avenge the injuring of Leader Morgan two months ago.",This text is about a protest with excessive force.,1,0
event_test_2697,2697,mlburnham/acled_event_entailment,NLA forces capture a small southern town.,This text is about a protest with excessive force.,1,0
event_test_2698,2698,mlburnham/acled_event_entailment,"Mayi-Mayi Yakutumba overtook the territory of Kangwe village (Fizi, Sud-Kivu), following a clash against the Ngumino and Twiganeho militiamen (led by Rukundo Makanika). 2 women were killed, and several homes were torched. Displacements of civilians were reported.",This text is about a protest with excessive force.,1,0
event_test_2699,2699,mlburnham/acled_event_entailment,"Rebel forces take Bin Jawwad, Gaddafi forces retreat toward Sirte, a stronghold.",This text is about a protest with excessive force.,1,0
event_test_2700,2700,mlburnham/acled_event_entailment,"Around 15 May 1997 (month of), Kamajor Militia and RUF: Revolutionary United Front engaged in battles in Zimmi (Southern, Pujehun). No fatalities.",This text is about a protest with excessive force.,1,0
event_test_2701,2701,mlburnham/acled_event_entailment,Rebel forces capture several towns in the west. Causalities and exact dates not reported.,This text is about a protest with excessive force.,1,0
event_test_2702,2702,mlburnham/acled_event_entailment,"a group of students and teachers staged a protest demonstration on DU campus (Shahbagh, Dhaka city) demanding withdrawal of the honorary doctorate degrees awarded to three Pakistani leaders by the university before Bangladesh's independence.",This text is about a protest with excessive force.,1,0
event_test_2703,2703,mlburnham/acled_event_entailment,"near La Chorrera, Panama Oeste, for the second consecutive day, local residents staged a protest on the highway to Puerto Caminito to demand that authorities reconnect the water service. Police forces were deployed in the area but did not intervene in the protest.",This text is about a protest with excessive force.,1,0
event_test_2704,2704,mlburnham/acled_event_entailment,"for the 10th consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Settat (Settat, Casablanca-Settat) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",This text is about a protest with excessive force.,1,0
event_test_2705,2705,mlburnham/acled_event_entailment,"The Congress on August 9, staged a protest at Vidhan Sabha in Lucknow to protest against the anti-poor and anti-secular policies of the Modi government and vowed to defeat the communal and fascist forces.",This text is about a protest with excessive force.,1,0
event_test_2706,2706,mlburnham/acled_event_entailment,"in Sinaloa state (coded to Culiacan Rosales), members of the Mexican Alliance of Transport Organizations (AMOTAC) protested against increases in the cost of diesel and tolls, insecurity and extortion.",This text is about a protest with excessive force.,1,0
event_test_2707,2707,mlburnham/acled_event_entailment,pro-Palestinian demonstrators rallied at Marion Square in Charleston (South Carolina) to demand a 'Free Palestine' and an end to Israel's 'killing of children'. The rally included Arab Americans and the local BLM chapter. The demonstration took place in the wake of renewed fighting between Israel and Hamas.,This text is about a protest with excessive force.,1,0
event_test_2708,2708,mlburnham/acled_event_entailment,"patients and their relatives held a protest demonstration at Civil Hospital in Larkana city (Larkana, Sindh), against the strike by the paramedics of Chandka Hospital as they were denied medical examination and treatment.",This text is about a protest with excessive force.,1,0
event_test_2709,2709,mlburnham/acled_event_entailment,"Lawyers staged a protest demonstration in Shaheed Benazirabad for the 23rd consecutive day, for the arrest of the accused murderers of the former Chairman of the Sindh Bar Council.",This text is about a protest with excessive force.,1,0
event_test_2710,2710,mlburnham/acled_event_entailment,"Hundreds ofresidents of Ardee City in Sector 52 in Gurgaon, on November 25, protested against the recent decision of the builder to replace their postpaid power meters.",This text is about a protest with excessive force.,1,0
event_test_2711,2711,mlburnham/acled_event_entailment,"a group of Junior Secondary School (JSS) intern teachers from Busia County protested in Busia (Matayos, Busia) against their employment terms. The group demanded the government through the Teachers' Service Commission (TSC) to comply with a recent court order to grant them permanent and pensionable employment terms as well as compensation for the period worked while underpaid.",This text is about a protest with excessive force.,1,0
event_test_2712,2712,mlburnham/acled_event_entailment,Government Tiruvannamalai Medical College doctors and students continue a protest which began two days prior. The protest is against a group of disability rights activists after the group denounced their practices.,This text is about a protest with excessive force.,1,0
event_test_2713,2713,mlburnham/acled_event_entailment,"locals and civil society members held a protest demonstration in Kohat city (Kohat, KPK), against prolonged gas load shedding.",This text is about a protest with excessive force.,1,0
event_test_2714,2714,mlburnham/acled_event_entailment,about 70 protesters gathered in the area of the Civic Circle and City Hall in Longview (Washington) in support of the Black Lives Matter movement and against police brutality.,This text is about a protest with excessive force.,1,0
event_test_2715,2715,mlburnham/acled_event_entailment,"13 members of 'Jeju Resident's Conference Against The 2nd Jeju Airport' went on a demonstration, riding bikes with pickets from Jeju Provincial Council to Jeju Intercity Bus Terminal in Jeju. They demanded to establish a special committee which would publicize issue.",This text is about a protest with excessive force.,1,0
event_test_2716,2716,mlburnham/acled_event_entailment,"in La Plata (Buenos Aires), members of civil society organizations including people linked to the 2020's land occupation in Guernica city, the Front of Organizations in Action (FOL), Workers' Left Front (FIT), Workers' Party (PO), and Polo Obrero, occupied more than five blocks in a march towards the Provincial Palace to demand the compliance of the commitment to provide a pre-award of lots for 180 days, and a one-time ARS 30,000 subsidy.",This text is about a protest with excessive force.,1,0
event_test_2717,2717,mlburnham/acled_event_entailment,"in Maungdaw Township, in Rakhine State, a protest was held to call for ending the conflicts happening in Rakhine and for the refugees to be able to return to their villages.",This text is about a protest with excessive force.,1,0
event_test_2718,2718,mlburnham/acled_event_entailment,"Janwadi Istri Sabha (women's wing of RPMI) staged a protest at Desh Bhagat Yadgar Hall in Jalandhar (Jalandhar, Punjab) demanding that Bishop Mulakkal be arrested after having been accused of raping a nun.",This text is about a protest with excessive force.,1,0
event_test_2719,2719,mlburnham/acled_event_entailment,"hundreds of people, including the friends and family of Romane Bonnier and their supporters, marched through the neighbourhood of Milton Parc in Montreal - Center East (Quebec) in memory of the 17th feminicide in Quebec and to call for the end of gender violence. The victim, Romane Bonnier, was stabbed to death in the neighbourhood of Milton Parc earlier in the month by a former romantic partner.",This text is about a protest with excessive force.,1,0
event_test_2720,2720,mlburnham/acled_event_entailment,"in response to the call of the Democratic Union for Justice under the Democratic Federation of Labour, court clerks held protests against their marginalization and exclusion from institutions of judicial governance in various cities including Tangier, Marrakech, Tetouan, Nador, El Jadida, Safi, Settat, Ourzazate, Errachidia, Fes, Meknes, Casablanca, Khouribga, Beni Mellal, Kenitra, Agadir, Al-Hoceima, Oujda, Taza, El Aioun, Rabat.",This text is about a protest with excessive force.,1,0
event_test_2721,2721,mlburnham/acled_event_entailment,"3 protesters took part in a series of pickets at different locations in St. Petersburg, protesting against the Russian military invasion of Ukraine. Police intervened in the event, arresting all protesters.",This text is about a protest with excessive force.,1,0
event_test_2722,2722,mlburnham/acled_event_entailment,"hundreds of pro-Palestinian protesters, including members of the Palestinian Youth Movement, Occupation Free DC, Dissenters DMV, Party for Socialism and Liberation, Maryland2Palestine, and Harriet's Wildest Dreams (African American group), gathered at Washington Ave and D Street SW in Washington DC - Southwest (District of Columbia) to protest against the decision to cut funding to United Nations Relief and Works Agency (UNRWA) and US military action in Yemen and call for a permanent ceasefire between Israel and Hamas, and end to US aid to Israel, and an end to Israeli 'occupation.' Several major roads in the area were closed. Capitol Police arrested 11 people for crowding, obstructing, or incommoding. Three of the 11 were also charged with resisting arrest. The demonstration took place amid the Israel-Hamas war which began in October 2023.",This text is about a protest with excessive force.,1,0
event_test_2723,2723,mlburnham/acled_event_entailment,"Hundreds of cadres belonging to the Communist Party of India (CPI) and its front organisations courted arrest in Thanjavur and Tiruvarur after staging a gherao protest of the district collector offices to highlight their 10-point charter of demands, including declaring Tamil Nadu drought-affected and extending all attendant facilities.",This text is about a protest with excessive force.,1,0
event_test_2724,2724,mlburnham/acled_event_entailment,police detained 54 protesters in the Dannenrod Forest near Homberg (Ohm) who set up blockades and protested against the felling of trees and the construction of the highway A49.,This text is about a protest with excessive force.,1,0
event_test_2725,2725,mlburnham/acled_event_entailment,"some PML-N workers tried to stage a protest in front of the NAB office in Iqbal town (Lahore, Punjab) against the arrest of party leader Shehbaz Sharif but Pak Rangers came and dispersed them.",This text is about a protest with excessive force.,1,0
event_test_2726,2726,mlburnham/acled_event_entailment,"in Santiago de Chile, a group of counter-protesters demonstrated against a group of citizens marching for the strengthening of migrations laws in the country. The group claims an anti-migration march as a xenophobic event. Police reported that 20 counter-protesters were arrested during the demonstrations.",This text is about a protest with excessive force.,1,0
event_test_2727,2727,mlburnham/acled_event_entailment,"a group of youth, presumed Jubilee Party and Azimio coalition supporters, disrupted a United Democratic Alliance (UDA) organized rally by shouting Jubilee Coalition and Azimio slogans in Kiamwangi (Githunguri, Kiambu). The Deputy President's security (believed to be police) dispersed the group.",This text is about a protest with excessive force.,1,0
event_test_2728,2728,mlburnham/acled_event_entailment,"Around 18 July 2019, market women in Kumasi gathered and were about to start a protest against relocation fees charged for moving into a newly constructed market. Police forces intervened at an early stage to prevent the protest.",This text is about a protest with excessive force.,1,0
event_test_2729,2729,mlburnham/acled_event_entailment,20 people protested in central Nelson (Nelson) against the lockdown imposed due to the coronavirus. 4 protesters were arrested for breaking health measures.,This text is about a protest with excessive force.,1,0
event_test_2730,2730,mlburnham/acled_event_entailment,"about 100 people took part in an unauthorized protest in Novosibirsk against Moscow's appointment of a new acting Khabarovsk Krai governor and in support of the previous LDPR governor of Khabarovsk Krai Sergei Furgal who was arrested on charges of involvement in multiple murders of several businessmen in the region and nearby territories in 2004 and 2005, criticizing and calling for the removal of President Putin. Furgal's supporters maintain that the charges were politically motivated. Police detained at least 3 people.",This text is about a protest with excessive force.,1,0
event_test_2731,2731,mlburnham/acled_event_entailment,"Protests also took place in the cities of Gedarif, Kosti and Sennar.",This text is about a protest with excessive force.,1,0
event_test_2732,2732,mlburnham/acled_event_entailment,"hundreds of youths in the Saksham Yuva scheme took out a protest march towards the CM's office in Karnal (Karnal, Haryana) but were stopped by police. The protesters then sat on dharna demanding the abolition of the age requirement and job related demands.",This text is about a protest with excessive force.,1,0
event_test_2733,2733,mlburnham/acled_event_entailment,"an IED of unidentified origin targeted a vehicle of special security forces from Shabwah near Bin Maili petrol station in Al Juayshiyah (Marib, Marib) killing 3 special security officers.",This text is about a protest with excessive force.,1,0
event_test_2734,2734,mlburnham/acled_event_entailment,"in a rural area of Tumaco (Narino), three soldiers were killed after stepping on a landmine in Mata de Platano vereda. Four other soldiers and a civilian were also injured in the explosion, which was attributed to the Oliver Sinisterra Front of FARC dissidents (name changed to Alfonso Cano Front in 2020). 5 wounded, 3 fatalities.",This text is about a protest with excessive force.,1,0
event_test_2735,2735,mlburnham/acled_event_entailment,Militants detonated a road bomb in Narathiwat's Rueso district's Salo village as a police pickup truck passed on March 23. There were no injuries reported among the police in the truck.,This text is about a protest with excessive force.,1,0
event_test_2736,2736,mlburnham/acled_event_entailment,"an IED planted by unidentified gunmen exploded in the university (al-Jama'a) area of Idleb city, injuring a civilian. No fatalities were reported.",This text is about a protest with excessive force.,1,0
event_test_2737,2737,mlburnham/acled_event_entailment,"At least 15 people, including children, journalists and security officials, were injured in three separate bomb attacks targeting Shi'i Muslims in different areas of Karachi. No group has claimed responsibility.",This text is about a protest with excessive force.,1,0
event_test_2738,2738,mlburnham/acled_event_entailment,"an Afghan military supply convoy was hit by an IS-planted IED in PD7 of Jalalabad city, Nangarhar. No information on casualties.",This text is about a protest with excessive force.,1,0
event_test_2739,2739,mlburnham/acled_event_entailment,"a landmine from previous clashes planted by an unknown armed group exploded in Al-Dawah (Western Al Bayarat) area near Tadmor city in eastern Homs countryside, injuring a man while he was grazing his sheep. He died a day later from his wounds. 1 fatality.",This text is about a protest with excessive force.,1,0
event_test_2740,2740,mlburnham/acled_event_entailment,"a male civilian aboard a motorcycle struck an IED between Madjoari and Tambarga (Madjoari, Kompienga). The civilian was killed by the explosive likely planted by JNIM militants. The victim was the son of the traditional chief of Madjoari.",This text is about a protest with excessive force.,1,0
event_test_2741,2741,mlburnham/acled_event_entailment,"in Campo Alegre (Alagoas), an armed group of eight to ten people blew up a bank, opened fire, and held civilians hostage. The group escaped and released the hostages go unharmed. There were no casualties.",This text is about a protest with excessive force.,1,0
event_test_2742,2742,mlburnham/acled_event_entailment,"a landmine from previous clashes planted by QSD forces detonated in the vicinity of Abyan Saman in Aleppo province, killing 1 civilian and injuring a child. 1 fatality.",This text is about a protest with excessive force.,1,0
event_test_2743,2743,mlburnham/acled_event_entailment,"An army officer was killed while attempting to defuse an IED planted by Islamic State militants in the area of Kubaysah, west of the city Hit.",This text is about a protest with excessive force.,1,0
event_test_2744,2744,mlburnham/acled_event_entailment,"Jinen Tirejen Roje militants carried out a remote explosive attack targeting an armored police vehicle in Orman neighborhood of Yuksekova town, Hakkari. Jinen Tirejen Roje claimed 3 police officers were injured in the attack.",This text is about a protest with excessive force.,1,0
event_test_2745,2745,mlburnham/acled_event_entailment,"An official (worker) of FWO was injured and vehicle was also damaged in Tajaban bombing, 80 Km East of Turbat.",This text is about a protest with excessive force.,1,0
event_test_2746,2746,mlburnham/acled_event_entailment,"an Armenian civilian detonated a landmine near Chinari village, Tavush region as a result of which he received various injuries. It is unclear who planted the mine.",This text is about a protest with excessive force.,1,0
event_test_2747,2747,mlburnham/acled_event_entailment,"a landmine from previous clashes planted by an unknown armed group exploded in a man's car in the vicinity of Abu Laffah town in Hama countryside, killing the man.",This text is about a protest with excessive force.,1,0
event_test_2748,2748,mlburnham/acled_event_entailment,"a roadside IED by suspected Al Shabaab detonated, targeting Jubaland security forces in Towfiq village near Far Waamo village (Jamaame, Lower Juba). There were no casualties.",This text is about a protest with excessive force.,1,0
event_test_2749,2749,mlburnham/acled_event_entailment,"bomb blast ripped through the house of Shafiq Mengal, a son of former federal minister Naseer Mengal, followed by aerial firing, claiming twelve lives and injuring at least 25.",This text is about a protest with excessive force.,1,0
event_test_2750,2750,mlburnham/acled_event_entailment,"an IED planted by an unknown armed group exploded in a QSD vehicle on Quamishli-Amuda road in Al Hasakeh countryside, injuring two QSD fighters. No fatalities were reported.",This text is about a protest with excessive force.,1,0
event_test_2751,2751,mlburnham/acled_event_entailment,"an IED planted by Taliban destroyed an Afghan military APC, killing and injuring all inside, in Kikak of Ghorak district, Kandahar. Unknown number of fatalities coded as 10.",This text is about a protest with excessive force.,1,0
event_test_2752,2752,mlburnham/acled_event_entailment,"two children were wounded when a bomb they were playing with exploded in the Du Ab area of Musa Qala district, Helmand. It's unclear who left the bomb.",This text is about a protest with excessive force.,1,0
event_test_2753,2753,mlburnham/acled_event_entailment,"a landmine planted by Taliban militants destroyed an Afghan military ranger pickup, killing 8 soldiers, in Speni Tezi of Washir district, Helmand.",This text is about a protest with excessive force.,1,0
event_test_2754,2754,mlburnham/acled_event_entailment,"according to some sources, Russian forces blew up a bridge in Khromove, Donetsk region. Other sources claim that Ukrainian forces blew up the bridge.",This text is about a protest with excessive force.,1,0
event_test_2755,2755,mlburnham/acled_event_entailment,"in the South Zone of Rio de Janeiro, Rio de Janeiro, a woman was raped inside her house by a Military Police officer in Copacabana neighborhood. The officer entered the building to collect details on a report for another incident.",This text is about a protest with excessive force.,1,0
event_test_2756,2756,mlburnham/acled_event_entailment,"an Imbonerakure sexually attacked a woman (member of the same party) in Rwingoma (Buhiga, Karuzi). The victim had sought shelter from rain under the perpetrator's veranda when she was pulled inside and sexually assaulted. The victim has been taken to the hospital while authorities have not arrested the perpetrator.",This text is about a protest with excessive force.,1,0
event_test_2757,2757,mlburnham/acled_event_entailment,"in Delgado, San Salvador, two members of the MS-13 raped, killed and dismembered a woman in colonia Altos de Santa Maria. The victim was subject to sexual torture. She was decapitated, dismembered and buried. The crime was filmed by the perpetrators. The motivation for the attack is unknown. 1 fatality.",This text is about a protest with excessive force.,1,0
event_test_2758,2758,mlburnham/acled_event_entailment,The CODEPEF human rights NGO reported that Mayi Mayi Simba militiamen killed 2 people and raped 4 women over the past week in the Babila Babombi chiefdom in Mambasa territory.,This text is about a protest with excessive force.,1,0
event_test_2759,2759,mlburnham/acled_event_entailment,"Unidentified Armed Group (DRC) carried out rapes in Kanguli, Fizi at night.",This text is about a protest with excessive force.,1,0
event_test_2760,2760,mlburnham/acled_event_entailment,"Boko Haram fighters attacked Gakara, Mayo Sava: 3 women were raped.",This text is about a protest with excessive force.,1,0
event_test_2761,2761,mlburnham/acled_event_entailment,"in Port-au-Prince, Ouest, armed men gang-raped two female students when they were leaving the Quisqueya University. 2 injured.",This text is about a protest with excessive force.,1,0
event_test_2762,2762,mlburnham/acled_event_entailment,"an Ambazonian Separatists sexually assaulted a 15 years old girl in a farmland in Bandiv-Djottin, Djottin subdivision (Noni, Bui, Nord-Ouest), coded to Djottin.",This text is about a protest with excessive force.,1,0
event_test_2763,2763,mlburnham/acled_event_entailment,"11 people were injured and 2 women were raped likely on the side of fighting between APCLS and NDC-R and Nyatura Jean-Marie in the Rukenge, Mokoto-Bashali (no coordinates available, near Lukweti, Bashali, Masisi, Nord-Kivu) (fighting coded separately).",This text is about a protest with excessive force.,1,0
event_test_2764,2764,mlburnham/acled_event_entailment,"Around 31 March 2022, three Imbonerakure sexually abused a lady on Mugomere hill, Rumonge commune (Rumonge). The three suspects were arrested.",This text is about a protest with excessive force.,1,0
event_test_2765,2765,mlburnham/acled_event_entailment,"Chut Pyin village, Rathedaung Township, Rakhine State, a Myanmar army soldier raped and then killed a 22-year-old Rohingya woman.",This text is about a protest with excessive force.,1,0
event_test_2766,2766,mlburnham/acled_event_entailment,"an Imbonerakure raped a young girl in Gakoni (Giteranyi, Muyinga).",This text is about a protest with excessive force.,1,0
event_test_2767,2767,mlburnham/acled_event_entailment,"Militiamen seized and raped 3 women from Kalma camp in Ba'ashum area, and severely beat and robbed 9 other displaced persons.",This text is about a protest with excessive force.,1,0
event_test_2768,2768,mlburnham/acled_event_entailment,FARDC carried out numerous rapes in Minova. Some sources suggest 72 rapes but the UN does not confirm this figure.,This text is about a protest with excessive force.,1,0
event_test_2769,2769,mlburnham/acled_event_entailment,"SPLA soldiers looted properties and livestock; raped women and girls; occupied schools; and arrested several men in the villages of Pajok, Ayaci, Palwar and Lerwa in Magwi county (Eastern Equatoria state). Victims assumed to be Madi. There were no fatalities.",This text is about a protest with excessive force.,1,0
event_test_2770,2770,mlburnham/acled_event_entailment,"an unidentified armed group abducted and raped a woman in Kagano village, Busanza groupment (Rutshuru, Nord-Kivu). The hostage was released the following day after the payment of a $500 ransom.",This text is about a protest with excessive force.,1,0
event_test_2771,2771,mlburnham/acled_event_entailment,"Ongoing abduction, rape and abandonment of women by Interahamwe.",This text is about a protest with excessive force.,1,0
event_test_2772,2772,mlburnham/acled_event_entailment,Three people were killed and a woman was raped in the locality of Kireinik in West Darfur,This text is about a protest with excessive force.,1,0
event_test_2773,2773,mlburnham/acled_event_entailment,"SNR officers and an Imbonerakure stripped naked and abducted a member of the CNL on Tenga hill (Mutimbuzi, Bujumbura Rural). His family tried to find him in vain.",This text is about a protest with excessive force.,1,0
event_test_2774,2774,mlburnham/acled_event_entailment,"On Feb 4th, herders attacked civilians as they gathered firewood in the area of Hashaba (North Darfur). They beat two boys, and abducted two women and three girls, raping them repeatedly throughout the day. The victims were taken to hospital, and the police mobilised to pursue the attackers.",This text is about a protest with excessive force.,1,0
event_test_2775,2775,mlburnham/acled_event_entailment,"Around 25 December 2022 (between 25 - 26 December), unidentified individuals abducted a girl at a camp in the southern outskirts of Menaka (Menaka, Menaka). The girl was released after being raped repeatedly over two days.",This text is about a protest with excessive force.,1,0
event_test_2776,2776,mlburnham/acled_event_entailment,"FARDC soldiers raped 10 women/girls around Minova, Bwisha, Buganga, Mubimbi, Kishinji, Katolo, Ruchunda, and Kalungu.",This text is about a protest with excessive force.,1,0
event_test_2777,2777,mlburnham/acled_event_entailment,"a senior Chief Chakhaza in the district sexually assaulted four minors at Chatewa village presumed to be an alternating spelling for Chiweta (Rumphi, Northern). The police arrested the perpetrator.",This text is about a protest with excessive force.,1,0
event_test_2778,2778,mlburnham/acled_event_entailment,"Around 27 September 2023 (as reported), in Itapoa (Santa Catarina), two women were killed by unknown individuals and their bodies were found in a wooded area half naked, with signs of violence and with their hands tied up. Circumstances of death are unknown. 2 fatalities.",This text is about a protest with excessive force.,1,0
event_test_2779,2779,mlburnham/acled_event_entailment,"a man sexually molested and passed castieist comments on a Dalit girl at Shikohpur village under Kherki Daula Police station (Gurgaon District, Haryana). The man was later arrested.",This text is about a protest with excessive force.,1,0
event_test_2780,2780,mlburnham/acled_event_entailment,"according to local sources, SAF retaliated to the 7 April SLA/AW ambush on police forces by attacking their positions in Katti, Kurifal, Burro, Kadingo, Marra, Kwila, Boga and Barbara, within 20 km south and south-east of Guldo, Central Darfur. Unclear if clashes were involved. Reports at the time mentioned nine people, mostly women and children, killed, another 22 injured and four women raped by RSF, while properties were looted and burnt down. A Central Darfur government official denied the attack.",This text is about a protest with excessive force.,1,0
event_test_2781,2781,mlburnham/acled_event_entailment,"six Russian mercenaries from Wagner group abducted a FACA soldier from special forces, raping and wounding him, in Boali (Ombella-M'Poko). The victim was hospitalized for one week, but no fatalities were reported.",This text is about a protest with excessive force.,1,0
event_test_2782,2782,mlburnham/acled_event_entailment,"Hundreds of Liberian 'mercenaries' have gone on a rampage of rape, murder and looting in the western Ivory Coast region of Guiglo, which has become a lawless zone, a UN refugee agency spokesman said.",This text is about a protest with excessive force.,1,0
event_test_2783,2783,mlburnham/acled_event_entailment,The coordinates of South Sudan were used as the specific villages were not given. 2. LRA are reported to have killed at least 40 people and raped several women in parts of southern Sudan as they moved to the CAR.,This text is about a protest with excessive force.,1,0
event_test_2784,2784,mlburnham/acled_event_entailment,05 December (on or before). A soldier in Mabayi was caught raping a six year-old child. He was arrested by police.,This text is about a protest with excessive force.,1,0
event_test_2785,2785,mlburnham/acled_event_entailment,"in Dum Bung village, Momauk township, Kachin state, the Myanmar army 437 gang-raped 6 women and girls; 7 children were killed.",This text is about a protest with excessive force.,1,0
event_test_2786,2786,mlburnham/acled_event_entailment,"in Colonia Solidaridad, Iztapalapa, Ciudad de Mexico, a woman was found dead inside a trash bin. The body was naked and wrapped in plastic bags. There is no information about the cause of death.",This text is about a protest with excessive force.,1,0
event_test_2787,2787,mlburnham/acled_event_entailment,"Russian forces shelled Ukrainian positions near Ivanivka, Donetsk region. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2788,2788,mlburnham/acled_event_entailment,"Around 23 February 2022 (week of), FARDC military forces conducted a shelling against the ADF militiamen positions, in an unclear location in Beni territory (Nord-Kivu). Militiamen fled in the nearby locations. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2789,2789,mlburnham/acled_event_entailment,"Russian forces shelled Bezruky, Kharkiv. No casualties.",This text is about a protest with excessive force.,1,0
event_test_2790,2790,mlburnham/acled_event_entailment,regime forces shelled San town in Idleb countryside with artillery. Neither injuries nor fatalities were reported.,This text is about a protest with excessive force.,1,0
event_test_2791,2791,mlburnham/acled_event_entailment,the OSCE SMM observed a total of 1 projectiles involving unknown weapons near Zhabichevo.,This text is about a protest with excessive force.,1,0
event_test_2792,2792,mlburnham/acled_event_entailment,"the NAF rebel forces fired grenade launchers at the governmental positions near Krasnohorivka, Donetsk.",This text is about a protest with excessive force.,1,0
event_test_2793,2793,mlburnham/acled_event_entailment,"Turkish artillery, tanks, and heavy weapons carried out shelling against PKK forces in Gire Amediye area in the Zap region (Al Amadiya district) of Duhok. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2794,2794,mlburnham/acled_event_entailment,the OSCE SMM observed a total of 1 explosions involving unknown weapons near Kamyanka.,This text is about a protest with excessive force.,1,0
