source_id,source_split,source_row_in_split,source_policy_area_num,source_policy_area_raw,source_ntoken,text,gt_policy_area
test_439,test,439,4,Environment,6,環境安心大国ニッポンを実現,Environment
test_440,test,440,1,Committees on Cabinet,18,自衛隊や各地区消防団組織への支援、自治体の災害対策の拡充も,Committees on Cabinet
test_441,test,441,2,"Economy, Trade and Industry",16,本社機能移転、研究施設移転等への支援策を強化します,"Economy, Trade and Industry"
test_442,test,442,10,No policy area,9,しかも山形県が日本一多いんだってよ,No Policy Area
test_443,test,443,0,"Agriculture, Forestry, and Fisheries",4,農林業の育成,"Agriculture, Forestry, and Fisheries"
test_444,test,444,1,Committees on Cabinet,3,2020東京オリンピック,Committees on Cabinet
test_445,test,445,8,Internal Affairs and Communications,5,）国会等の移転,Internal Affairs and Communications
test_446,test,446,10,No policy area,4,５つの約束,No Policy Area
test_447,test,447,10,No policy area,16,今こそこの経験を活かして地域のために全力で働きます,No Policy Area
test_448,test,448,9,"Land, Infrastructure, Transport, and Tourism",10,（２）観光立国、観光立県宣言,"Land, Infrastructure, Transport, and Tourism"
test_449,test,449,10,No policy area,7,十勝を守り、いのちを守る,No Policy Area
test_450,test,450,7,"Health, Labour, and Welfare",5,一、社会保障政策,"Health, Labour, and Welfare"
test_451,test,451,10,No policy area,4,％小倉まさのぶ,No Policy Area
test_452,test,452,10,No policy area,4,子供たちに日本,No Policy Area
test_453,test,453,2,"Economy, Trade and Industry",13,エネルギー政策も含め企業環境の改善を推進します,"Economy, Trade and Industry"
test_454,test,454,3,"Education, Culture, Sports, Science, and Technology",9,基礎学力を高め心身を鍛え倫理,"Education, Culture, Sports, Science, and Technology"
test_455,test,455,10,No policy area,10,θもりやま正仁(まさひと),No Policy Area
test_456,test,456,10,No policy area,5,国土と地域の再生,No Policy Area
test_457,test,457,10,No policy area,7,「藤丸さとし」はやり抜きます,No Policy Area
test_458,test,458,9,"Land, Infrastructure, Transport, and Tourism",4,恵まれた環境,"Land, Infrastructure, Transport, and Tourism"
test_459,test,459,10,No policy area,5,Http://www5b,No Policy Area
test_460,test,460,10,No policy area,14,一人でも多くの方の信頼を得て、きちんと仕事をする,No Policy Area
test_461,test,461,10,No policy area,4,安全な未来へ,No Policy Area
test_462,test,462,5,Financial Affairs,8,責任ある財政と社会保障の確立,Financial Affairs
test_463,test,463,3,"Education, Culture, Sports, Science, and Technology",14,時代に即したカリキュラムで、世界トップレベルの科学技術を,"Education, Culture, Sports, Science, and Technology"
test_464,test,464,9,"Land, Infrastructure, Transport, and Tourism",13,地方道の整備促進に最大限取り組んでまいります,"Land, Infrastructure, Transport, and Tourism"
test_465,test,465,7,"Health, Labour, and Welfare",12,◎高齢化社会に対応した社会保障制度の充実,"Health, Labour, and Welfare"
test_466,test,466,2,"Economy, Trade and Industry",15,商店街や町工場を活性化し、街に元気を取り戻す,"Economy, Trade and Industry"
test_467,test,467,1,Committees on Cabinet,6,ソフトの災害対策の充実,Committees on Cabinet
test_468,test,468,2,"Economy, Trade and Industry",8,1大阪企業の東京流出をストップ,"Economy, Trade and Industry"
test_469,test,469,10,No policy area,13,＃2014-43-熊本県-第2区-ﾉﾀﾞﾀｹｼ-野田毅,No Policy Area
test_470,test,470,10,No policy area,14,対流」を活発にするシステムの確立をめざしましょう,No Policy Area
test_471,test,471,10,No policy area,8,地球の人口はどんどん増えています,No Policy Area
test_472,test,472,2,"Economy, Trade and Industry",5,国内に潜在する技術,"Economy, Trade and Industry"
test_473,test,473,10,No policy area,6,ネットワーク自体が国民資産です,No Policy Area
test_475,test,475,10,No policy area,19,人口減少を乗り切るためには財政再建の確立以外にないことを確信しました,No Policy Area
test_476,test,476,0,"Agriculture, Forestry, and Fisheries",17,ＷＴＯ問題を完璧に解決して、足腰の強い農林水産業を創る,"Agriculture, Forestry, and Fisheries"
test_477,test,477,9,"Land, Infrastructure, Transport, and Tourism",7,陸 東関東自動車道の延伸,"Land, Infrastructure, Transport, and Tourism"
test_478,test,478,10,No policy area,23,この選挙区（2区）がずっと変わらなかったから、沖縄が変わらなかった,No Policy Area
test_479,test,479,10,No policy area,5,柱は５つです,No Policy Area
test_480,test,480,0,"Agriculture, Forestry, and Fisheries",4,実り豊かな農業,"Agriculture, Forestry, and Fisheries"
test_481,test,481,10,No policy area,4,（２）伝統,No Policy Area
test_482,test,482,10,No policy area,3,「安心」,No Policy Area
test_483,test,483,10,No policy area,3,庶民派ダントツ,No Policy Area
test_484,test,484,8,Internal Affairs and Communications,16,◆道州制の導入を視野に入れた特色ある地方自治の推進,Internal Affairs and Communications
eval_1,eval,1,10,No policy area,5,景気回復を止めるな,No Policy Area
eval_2,eval,2,7,"Health, Labour, and Welfare",31,年金制度への信頼を守るために、基礎年金への国庫負担割合を2分の1に引き上げ、制度の改善に取り組みます,"Health, Labour, and Welfare"
eval_3,eval,3,10,No policy area,3,雇用の創出,No Policy Area
eval_4,eval,4,10,No policy area,22,この資料は、2014年11月末時点で入手できたデータをもとに作成しています,No Policy Area
eval_5,eval,5,9,"Land, Infrastructure, Transport, and Tourism",8,（２）JR大和路線の高架化,"Land, Infrastructure, Transport, and Tourism"
eval_6,eval,6,10,No policy area,35,みなさんの声を、みなさんと同じ目線で時に厳しく政府自民党に届けるメッセンジャーであり政策実現に向かって走るプレイヤーであり続けることを約束します,No Policy Area
eval_7,eval,7,10,No policy area,5,(2)景気回復,No Policy Area
eval_8,eval,8,10,No policy area,15,％2001年6月(社)富山県経営者協会副会長,No Policy Area
eval_9,eval,9,4,Environment,4,気象状況の変化,Environment
eval_10,eval,10,1,Committees on Cabinet,31,「官」から「民」へ‡「中央」から「地方」へ‡改革の流れを促進し、新しい時代を切り拓こう,Committees on Cabinet
eval_11,eval,11,10,No policy area,17,性急な経済改革は痛みだけが大きく、回復にはつながりません,No Policy Area
eval_12,eval,12,9,"Land, Infrastructure, Transport, and Tourism",14,我が国の財産である山林の保全と林業振興に務めます,"Land, Infrastructure, Transport, and Tourism"
eval_13,eval,13,3,"Education, Culture, Sports, Science, and Technology",7,幼児教育の無償化を推進,"Education, Culture, Sports, Science, and Technology"
eval_14,eval,14,10,No policy area,4,憲法改正へチャレンジ,No Policy Area
eval_15,eval,15,10,No policy area,4,力を合わせて,No Policy Area
eval_16,eval,16,9,"Land, Infrastructure, Transport, and Tourism",3,三陸沿岸道路,"Land, Infrastructure, Transport, and Tourism"
eval_17,eval,17,3,"Education, Culture, Sports, Science, and Technology",19,「知的財産立国」を実現するために、文化芸術の振興を支援します,"Education, Culture, Sports, Science, and Technology"
eval_18,eval,18,4,Environment,12,保全し、資源リサイクル社会の構築を図ります,Environment
eval_19,eval,19,10,No policy area,3,私の決意,No Policy Area
eval_20,eval,20,0,"Agriculture, Forestry, and Fisheries",10,水産業の振興、地元企業の活性化,"Agriculture, Forestry, and Fisheries"
eval_21,eval,21,10,No policy area,7,地域ならではの特色を活かすこと,No Policy Area
eval_22,eval,22,2,"Economy, Trade and Industry",9,%経済産業委員/決算行政監視委員,"Economy, Trade and Industry"
eval_23,eval,23,10,No policy area,12,私には、地域を守る責任と覚悟がある,No Policy Area
eval_24,eval,24,10,No policy area,6,私は約束を守ります,No Policy Area
eval_25,eval,25,10,No policy area,5,中山間地の田,No Policy Area
eval_26,eval,26,8,Internal Affairs and Communications,8,郵政民営化を必ず実現します,Internal Affairs and Communications
eval_27,eval,27,2,"Economy, Trade and Industry",23,日本の中小企業は、進み続ける「円高」に抗して懸命に持ちこたえています,"Economy, Trade and Industry"
eval_28,eval,28,6,Foreign Affairs,5,（７）外交政策,Foreign Affairs
eval_29,eval,29,7,"Health, Labour, and Welfare",4,医療対策を充実,"Health, Labour, and Welfare"
eval_30,eval,30,2,"Economy, Trade and Industry",4,規制改革を推進,"Economy, Trade and Industry"
eval_31,eval,31,10,No policy area,12,法律を作り、予算を決定するところに、ヒト,No Policy Area
eval_32,eval,32,9,"Land, Infrastructure, Transport, and Tourism",6,長崎空港の積極的活用,"Land, Infrastructure, Transport, and Tourism"
eval_33,eval,33,10,No policy area,9,国会決議を遵守し、国益を守り抜く,No Policy Area
eval_34,eval,34,10,No policy area,9,次世代への責任を果たします,No Policy Area
eval_35,eval,35,10,No policy area,5,％昭和32年生まれ,No Policy Area
eval_36,eval,36,1,Committees on Cabinet,7,原子力問題調査特別委員会委員,Committees on Cabinet
eval_37,eval,37,0,"Agriculture, Forestry, and Fisheries",4,農産物の輸出促進,"Agriculture, Forestry, and Fisheries"
eval_38,eval,38,1,Committees on Cabinet,9,女性の才能を強力に応援します,Committees on Cabinet
eval_39,eval,39,7,"Health, Labour, and Welfare",20,（８）現在の政府の雇用創出プログラムを活用し、ホームレスゼロ作戦を敢行します,"Health, Labour, and Welfare"
eval_40,eval,40,10,No policy area,18,国政と手を繋ぎ、岩手の状況を必ず力強い方向に向けていきます,No Policy Area
eval_41,eval,41,10,No policy area,7,失敗を恐れずチャレンジできる社会,No Policy Area
eval_42,eval,42,8,Internal Affairs and Communications,3,3、デジタルデバイド,Internal Affairs and Communications
eval_43,eval,43,10,No policy area,7,θ木原誠二(せいじ),No Policy Area
eval_44,eval,44,2,"Economy, Trade and Industry",30,→高齢化が進む熟練技術者の後継育成(ものづくりや職人の地位向上のための日本版マイスター制度の導入),"Economy, Trade and Industry"
eval_45,eval,45,10,No policy area,6,私も死ぬ気で国民,No Policy Area
eval_46,eval,46,10,No policy area,9,伊吹文明（いぶきぶんめい）の主張,No Policy Area
eval_47,eval,47,2,"Economy, Trade and Industry",8,各種税制面で支援体制の強化,"Economy, Trade and Industry"
eval_48,eval,48,1,Committees on Cabinet,15,◎少子化対策、待機児童、学童保育の課題解決を重点化,Committees on Cabinet
eval_49,eval,49,10,No policy area,7,保連立で安定と発展を,No Policy Area
eval_50,eval,50,5,Financial Affairs,11,330兆円の国民金融資産を民間に活用,Financial Affairs
eval_51,eval,51,11,Security,4,テロ対策調査会長,Security
eval_52,eval,52,10,No policy area,9,東郷てつやがやりとげます,No Policy Area
eval_53,eval,53,11,Security,4,集団的自衛権,Security
eval_54,eval,54,10,No policy area,4,大阪のために,No Policy Area
eval_55,eval,55,6,Foreign Affairs,10,経済制裁を視野に断固たる対応を行います,Foreign Affairs
eval_56,eval,56,10,No policy area,3,活力の創造,No Policy Area
eval_57,eval,57,7,"Health, Labour, and Welfare",17,これにより、新しい雇用が創出され、失業の不安もなくなります,"Health, Labour, and Welfare"
eval_58,eval,58,1,Committees on Cabinet,5,「小さな政府」を,Committees on Cabinet
eval_59,eval,59,10,No policy area,24,日々の安心と明日への希望がなければ、人は幸せに生きることができません,No Policy Area
eval_60,eval,60,10,No policy area,13,com/ ふくだ峰之WEB TV http://www,No Policy Area
eval_61,eval,61,9,"Land, Infrastructure, Transport, and Tourism",12,大牟田‾長洲間の27年度内着工を目指します,"Land, Infrastructure, Transport, and Tourism"
eval_62,eval,62,6,Foreign Affairs,18,日米同盟の絆を強化し、近隣諸国と関係改善していきます,Foreign Affairs
eval_63,eval,63,10,No policy area,32,今こそ政治は目指すべき我が国の将来像を語り、国民の皆様と一緒に前へと進まなければなりません,No Policy Area
eval_64,eval,64,10,No policy area,4,§★公式ウェブサイト,No Policy Area
eval_65,eval,65,10,No policy area,11,21世紀の日本にふさわしい新しい憲法をつくります,No Policy Area
eval_66,eval,66,11,Security,5,防衛の体制を整備,Security
eval_67,eval,67,5,Financial Affairs,9,2兆円、雇用増は11万人,Financial Affairs
eval_68,eval,68,2,"Economy, Trade and Industry",16,（３）デフレを克服し、中小企業に活力を与える商工業振興,"Economy, Trade and Industry"
eval_69,eval,69,10,No policy area,14,^伊吹文明(いぶきぶんめい)さんをよろしくお願いします,No Policy Area
eval_70,eval,70,4,Environment,8,人間に優しい環境保護のために,Environment
eval_71,eval,71,6,Foreign Affairs,10,日米関係の再構築と外交の立て直し,Foreign Affairs
eval_72,eval,72,3,"Education, Culture, Sports, Science, and Technology",24,文化を大切にすると共に、個性と能力を伸ばし、志を高める教育をめざします,"Education, Culture, Sports, Science, and Technology"
eval_73,eval,73,0,"Agriculture, Forestry, and Fisheries",5,TPPに関しては、農業,"Agriculture, Forestry, and Fisheries"
eval_74,eval,74,10,No policy area,19,激増する犯罪、失業者と自殺者、子供達も不登校や引きこもり,No Policy Area
eval_75,eval,75,10,No policy area,11,実現性のある基地返還後の跡地利用計画,No Policy Area
eval_76,eval,76,1,Committees on Cabinet,15,国と地方の権限分配を進め、地方創生を実現,Committees on Cabinet
eval_77,eval,77,3,"Education, Culture, Sports, Science, and Technology",23,地方の特徴を生かし、学校や先生がそれぞれ個性をもった教育ができるようにします,"Education, Culture, Sports, Science, and Technology"
eval_78,eval,78,6,Foreign Affairs,15,「地球儀を俯瞰する外交」を積極的に展開し、米国,Foreign Affairs
eval_79,eval,79,10,No policy area,14,％2009年8月第45回衆議院議員選挙初当選,No Policy Area
eval_80,eval,80,10,No policy area,6,θ自民党山形3区公認,No Policy Area
eval_81,eval,81,10,No policy area,5,１．景気の回復,No Policy Area
eval_82,eval,82,10,No policy area,9,心豊かな未来をめざして,No Policy Area
eval_84,eval,84,8,Internal Affairs and Communications,5,郵政民営化絶対に必要,Internal Affairs and Communications
eval_85,eval,85,4,Environment,14,地球温暖化 環境ホルモン ダイオキシン 海洋汚染を防ぐ地球環境の保全,Environment
eval_86,eval,86,7,"Health, Labour, and Welfare",7,県北地域の医師不足解消,"Health, Labour, and Welfare"
eval_87,eval,87,5,Financial Affairs,11,無担保･無保証制度を更に充実します,Financial Affairs
eval_89,eval,89,10,No policy area,15,一方、この改革は単なる制度改革に留めてはなりません,No Policy Area
eval_90,eval,90,0,"Agriculture, Forestry, and Fisheries",9,日本の農林水産物を一大輸出産業へ,"Agriculture, Forestry, and Fisheries"
eval_91,eval,91,10,No policy area,8,どうぞお力を貸して下さい,No Policy Area
eval_92,eval,92,7,"Health, Labour, and Welfare",3,３．年金,"Health, Labour, and Welfare"
eval_93,eval,93,1,Committees on Cabinet,41,少子高齢化が進み、国のあり方が問われる中で、次世代を担う新たなリーダーとして早くも周囲から大きな期待をかけられているのが、勝沼栄明です,Committees on Cabinet
eval_94,eval,94,10,No policy area,11,-景気の本格回復と財政再建の両立-,No Policy Area
eval_95,eval,95,3,"Education, Culture, Sports, Science, and Technology",7,(4)ITを含む科学,"Education, Culture, Sports, Science, and Technology"
eval_96,eval,96,10,No policy area,13,北朝鮮の拉致問題には毅然とした態度で臨みます,No Policy Area
eval_97,eval,97,7,"Health, Labour, and Welfare",15,◎安い後発薬の使用拡大などで医療コストの低減化も,"Health, Labour, and Welfare"
eval_98,eval,98,10,No policy area,13,心から安心できる社会とはどのような社会でしょうか,No Policy Area
eval_100,eval,100,1,Committees on Cabinet,32,今後、日本が新しい時代に対応すべく、政治経済の構造改革を推進し、安心できる国を構築しなければなりません,Committees on Cabinet
eval_101,eval,101,7,"Health, Labour, and Welfare",10,昭和２２年に生まれた子供は２６８万人,"Health, Labour, and Welfare"
eval_102,eval,102,7,"Health, Labour, and Welfare",6,‡弱い者を守る政治,"Health, Labour, and Welfare"
eval_103,eval,103,9,"Land, Infrastructure, Transport, and Tourism",16,造船対策特別委員長として「トン数標準税制」の創設や内航海運,"Land, Infrastructure, Transport, and Tourism"
eval_104,eval,104,1,Committees on Cabinet,5,%自由民主党治安,Committees on Cabinet
eval_106,eval,106,10,No policy area,3,勇気ある実行,No Policy Area
eval_107,eval,107,10,No policy area,5,日本の国力の回復,No Policy Area
eval_108,eval,108,7,"Health, Labour, and Welfare",10,※NICU：新生児のための救急救命施設,"Health, Labour, and Welfare"
eval_109,eval,109,0,"Agriculture, Forestry, and Fisheries",25,森林の多面的な機能（防災や環境保全、自然豊かな景観）に注目した施策を展開します,"Agriculture, Forestry, and Fisheries"
eval_110,eval,110,0,"Agriculture, Forestry, and Fisheries",7,福井型農林水産対策の実現,"Agriculture, Forestry, and Fisheries"
eval_111,eval,111,1,Committees on Cabinet,16,（第二策）子どもを増やし、希望の世代調和をつくる,Committees on Cabinet
eval_112,eval,112,9,"Land, Infrastructure, Transport, and Tourism",4,新名神自動車道,"Land, Infrastructure, Transport, and Tourism"
eval_113,eval,113,7,"Health, Labour, and Welfare",4,福祉制度の確立,"Health, Labour, and Welfare"
eval_114,eval,114,6,Foreign Affairs,11,「世界平和に積極的に貢献する日本に,Foreign Affairs
eval_115,eval,115,10,No policy area,3,地元枚方市,No Policy Area
eval_116,eval,116,6,Foreign Affairs,11,（４）日米同盟再構築で、外交,Foreign Affairs
eval_117,eval,117,1,Committees on Cabinet,13,地震や豪雨、台風など災害に強い国土を造ります,Committees on Cabinet
eval_118,eval,118,10,No policy area,8,府中市･小金井市･武蔵野市,No Policy Area
eval_119,eval,119,5,Financial Affairs,10,消費税を財源として年金制度を守ります,Financial Affairs
eval_120,eval,120,0,"Agriculture, Forestry, and Fisheries",13,農協、法人など、作る人も食べる人も幸せを,"Agriculture, Forestry, and Fisheries"
eval_121,eval,121,2,"Economy, Trade and Industry",5,％自民党中小企業調査会長,"Economy, Trade and Industry"
eval_122,eval,122,9,"Land, Infrastructure, Transport, and Tourism",3,都市老朽ビル,"Land, Infrastructure, Transport, and Tourism"
eval_123,eval,123,0,"Agriculture, Forestry, and Fisheries",9,将来に展望の持てる農業の確立を,"Agriculture, Forestry, and Fisheries"
eval_124,eval,124,0,"Agriculture, Forestry, and Fisheries",28,消費者の多様なニーズに応えるだけではなく、生産者が希望を持って元気に働けるような新しい仕組みが必要です,"Agriculture, Forestry, and Fisheries"
eval_125,eval,125,9,"Land, Infrastructure, Transport, and Tourism",25,先の震災で物資の輸送手段として再認識された道路は「命の道」として絶対不可欠です,"Land, Infrastructure, Transport, and Tourism"
eval_126,eval,126,2,"Economy, Trade and Industry",16,中小企業支援策を充実し、法人税の大胆な引き下げを行います,"Economy, Trade and Industry"
eval_127,eval,127,1,Committees on Cabinet,16,神奈川県全域を含む全国6地域が特区指定を受け、横須賀市,Committees on Cabinet
eval_128,eval,128,0,"Agriculture, Forestry, and Fisheries",5,>農業改革の推進,"Agriculture, Forestry, and Fisheries"
eval_129,eval,129,5,Financial Affairs,68,財務副大臣でアベノミクスの3本の矢の中の2本までを担当し、国家戦略本部長として日本の未来像を創造し、最後の1本の矢へつながる道筋を描き、現在の日本の病巣でもある人口減少社会への処方箋も出させて頂きました,Financial Affairs
eval_130,eval,130,7,"Health, Labour, and Welfare",7,子どもを産み育てやすい社会づくり,"Health, Labour, and Welfare"
eval_131,eval,131,7,"Health, Labour, and Welfare",9,持続可能で安定した年金制度の構築,"Health, Labour, and Welfare"
eval_132,eval,132,7,"Health, Labour, and Welfare",32,★障碍(しょうがい)の有無や性別、年齢に関係なく誰もが働き、生活を楽しむことができる社会をめざします,"Health, Labour, and Welfare"
eval_133,eval,133,10,No policy area,3,θ堀内のりこ,No Policy Area
eval_134,eval,134,0,"Agriculture, Forestry, and Fisheries",4,強い農林業へ,"Agriculture, Forestry, and Fisheries"
eval_135,eval,135,10,No policy area,9,嫌なことも言う責任と説明力,No Policy Area
eval_136,eval,136,1,Committees on Cabinet,21,行政機能や政策効果を向上させる本来の目的に沿った行政改革を断行します,Committees on Cabinet
eval_137,eval,137,10,No policy area,28,世界の常識である議員立法を、日本の中でも広めてゆくことによって、明日の元気な日本を取り戻します,No Policy Area
eval_138,eval,138,1,Committees on Cabinet,11,（３）政治と行政のたゆまざる改革,Committees on Cabinet
eval_139,eval,139,10,No policy area,8,徳島一区から、国政の再生を,No Policy Area
eval_140,eval,140,10,No policy area,10,にかい俊博（としひろ）はやります,No Policy Area
eval_141,eval,141,10,No policy area,15,落とした財布が戻ってくるというエピソードが存在する稀有な国,No Policy Area
eval_142,eval,142,10,No policy area,6,新しい日本を背負って立つ,No Policy Area
eval_143,eval,143,3,"Education, Culture, Sports, Science, and Technology",12,教育改革は国が責任を持ってリードします,"Education, Culture, Sports, Science, and Technology"
eval_144,eval,144,1,Committees on Cabinet,5,％原子力防災担当大臣,Committees on Cabinet
eval_145,eval,145,1,Committees on Cabinet,3,議員定数削減,Committees on Cabinet
eval_146,eval,146,10,No policy area,29,「改革を進めるのか止めるのか？」‡高鳥修一は小泉総理の改革路線を支持し、ともに戦っております,No Policy Area
eval_147,eval,147,10,No policy area,8,％慶応義塾高等学校卒業,No Policy Area
eval_148,eval,148,10,No policy area,3,景気を立て直す,No Policy Area
eval_150,eval,150,2,"Economy, Trade and Industry",6,県内版中小企業再生ファンド創立,"Economy, Trade and Industry"
eval_152,eval,152,10,No policy area,10,清潔な政治姿勢、積極果敢な行動力,No Policy Area
eval_153,eval,153,1,Committees on Cabinet,15,全国各地の災害現場で指揮した危機管理のプロとして、ハード,Committees on Cabinet
eval_154,eval,154,10,No policy area,25,民主党政権はこの三年間で日本を危うくするだけでなく、政治不信を増大させました,No Policy Area
eval_155,eval,155,10,No policy area,8,自民党公認長尾たかしは約束します,No Policy Area
eval_156,eval,156,3,"Education, Culture, Sports, Science, and Technology",11,個性を伸ばすプラス思考の教育と学力の向上,"Education, Culture, Sports, Science, and Technology"
eval_157,eval,157,6,Foreign Affairs,9,（２）外交、安全保障の立て直し,Foreign Affairs
eval_158,eval,158,7,"Health, Labour, and Welfare",18,高齢者の「いきがい労働市場」を拡充し、生涯現役社会を作る,"Health, Labour, and Welfare"
eval_159,eval,159,10,No policy area,26,改革を実現することこそが、国民のための「進化し続ける政治」になるのではないでしょうか,No Policy Area
eval_160,eval,160,10,No policy area,18,コミュニティの再生をはかり地域社会をささえる新たなセクターとして育つ環境づくり,No Policy Area
eval_161,eval,161,5,Financial Affairs,9,％平成24年12月財務副大臣,Financial Affairs
eval_162,eval,162,10,No policy area,7,たくましい経済を取り戻します,No Policy Area
eval_163,eval,163,5,Financial Affairs,9,低迷に陥った日本経済の立て直し,Financial Affairs
eval_164,eval,164,1,Committees on Cabinet,14,治安の回復や地域コミュニティー活動の活性化を図ります,Committees on Cabinet
eval_165,eval,165,10,No policy area,4,昭和大学薬学部卒業,No Policy Area
eval_166,eval,166,0,"Agriculture, Forestry, and Fisheries",19,くまげブランド」の地域特性を活かした農林水産物を提供することで農業,"Agriculture, Forestry, and Fisheries"
eval_167,eval,167,5,Financial Affairs,26,政権奪還後、すみやかに大型補正予算を組み、景気回復のために迅速かつ大胆に対策を講じます,Financial Affairs
eval_168,eval,168,10,No policy area,4,政治を機能させる,No Policy Area
eval_169,eval,169,10,No policy area,25,私の先祖は、代々大和の地で生を受け、多くが政治の仕事に携ってきました,No Policy Area
eval_170,eval,170,10,No policy area,7,地域を取り戻しませんか,No Policy Area
eval_171,eval,171,10,No policy area,10,私は皆様の先頭に立って頑張ります,No Policy Area
eval_173,eval,173,1,Committees on Cabinet,18,%平成9年9月内閣官房副長官(第2次橋本改造内閣),Committees on Cabinet
eval_174,eval,174,9,"Land, Infrastructure, Transport, and Tourism",13,観光資源の活用を推進し地方を活性化します,"Land, Infrastructure, Transport, and Tourism"
eval_175,eval,175,10,No policy area,12,^仕事師として結果を示せる政治家それが秋葉さんです,No Policy Area
eval_176,eval,176,10,No policy area,13,%前衆議院議員[自民党群馬3区支部長],No Policy Area
eval_177,eval,177,10,No policy area,5,生活者が主役】,No Policy Area
eval_178,eval,178,10,No policy area,15,もちろん弱者を守るという政治の使命も忘れてはなりません,No Policy Area
eval_179,eval,179,1,Committees on Cabinet,44,自民党の塩崎恭久代議士と共に、福島原発の国会事故調査委員会の設置や原子力規制委員会の設置のための法律や、再生可能エネルギーを促進する法律の議論をリードしてきました,Committees on Cabinet
eval_180,eval,180,10,No policy area,28,財源の裏付けのない政権公約は、耳障りは良くても、灰色の未来、蜃気楼のようなものに過ぎません,No Policy Area
eval_181,eval,181,10,No policy area,9,福島と日本の未来を担う子どもたち,No Policy Area
eval_182,eval,182,3,"Education, Culture, Sports, Science, and Technology",18,開かれた心で互いに尊重し合う人権感覚を育てる教育、倫理観,"Education, Culture, Sports, Science, and Technology"
eval_183,eval,183,10,No policy area,11,理念と政策で応えられる新しい自民党をつくります,No Policy Area
eval_184,eval,184,11,Security,3,海上保安庁,Security
eval_185,eval,185,10,No policy area,13,まちの元気を取り戻す‡まちのにぎわいを回復します,No Policy Area
eval_186,eval,186,5,Financial Affairs,9,％◎衆議院財務金融委員会委員,Financial Affairs
eval_187,eval,187,10,No policy area,3,36％-5,No Policy Area
eval_188,eval,188,11,Security,30,◇尖閣周辺の中国公船の領海侵犯が常態化や防空識別圏の設定、中国漁船の密漁対策など、国の安全,Security
eval_189,eval,189,10,No policy area,6,(5)コミュニティを動かす,No Policy Area
eval_190,eval,190,10,No policy area,12,√√宮崎政久が議会で演説している様子,No Policy Area
eval_191,eval,191,1,Committees on Cabinet,5,STOP少子化、GO福祉,Committees on Cabinet
eval_192,eval,192,7,"Health, Labour, and Welfare",16,保育所の充実、給食費の公費負担、通学費助成の拡充,"Health, Labour, and Welfare"
eval_193,eval,193,10,No policy area,12,改革への強い意志を持って闘い続けます,No Policy Area
eval_195,eval,195,10,No policy area,9,平成6年民間企業に3年間勤務,No Policy Area
eval_196,eval,196,3,"Education, Culture, Sports, Science, and Technology",4,子供たちの知,"Education, Culture, Sports, Science, and Technology"
eval_197,eval,197,3,"Education, Culture, Sports, Science, and Technology",15,教員免許に有効期限を設け、「更新制」を導入する,"Education, Culture, Sports, Science, and Technology"
eval_198,eval,198,5,Financial Affairs,32,アベノミクスに批判があるが、ではどうすればよいのか、具体的なアイディアは残念ながら私は一度も聞いたことがない,Financial Affairs
eval_199,eval,199,10,No policy area,16,%昭和62年県議会議員選挙に初当選(3期連続当選),No Policy Area
eval_200,eval,200,10,No policy area,11,＃2012和歌山県第２区ｲｼﾀﾞﾏｻﾄｼ石田真敏,No Policy Area
eval_201,eval,201,10,No policy area,4,楠の木）,No Policy Area
eval_202,eval,202,4,Environment,17,解決にむけて、産廃撤去特別措置法を成立させました,Environment
eval_203,eval,203,1,Committees on Cabinet,5,◎行財政改革の徹底,Committees on Cabinet
eval_204,eval,204,10,No policy area,6,しばやま昌彦5つの覚悟,No Policy Area
eval_205,eval,205,4,Environment,14,自然にやさしい文化を、安全な生活環境を子供たちへ,Environment
eval_206,eval,206,3,"Education, Culture, Sports, Science, and Technology",11,井吹の丘小新設、各小中耐震化,"Education, Culture, Sports, Science, and Technology"
eval_207,eval,207,2,"Economy, Trade and Industry",4,競争力強化法,"Economy, Trade and Industry"
eval_208,eval,208,3,"Education, Culture, Sports, Science, and Technology",9,日本が得意とする科学技術の振興,"Education, Culture, Sports, Science, and Technology"
eval_209,eval,209,10,No policy area,13,＃2005大阪府第４区ﾅｶﾔﾏﾔｽﾋﾃﾞ中山泰秀,No Policy Area
eval_210,eval,210,10,No policy area,11,＃2012岩手県第１区ﾀｶﾊｼﾋﾅｺ高橋ひなこ,No Policy Area
eval_211,eval,211,5,Financial Affairs,15,強い経済あってこそ、若い人たちの雇用も確保できます,Financial Affairs
eval_212,eval,212,3,"Education, Culture, Sports, Science, and Technology",5,地方大学の活性化,"Education, Culture, Sports, Science, and Technology"
eval_213,eval,213,1,Committees on Cabinet,14,災害に強い、安心で安全な新潟県を創ります,Committees on Cabinet
eval_214,eval,214,10,No policy area,3,進化と継承,No Policy Area
eval_215,eval,215,2,"Economy, Trade and Industry",5,地域経済を支える中小企業,"Economy, Trade and Industry"
eval_216,eval,216,10,No policy area,17,役所の中にいたからこそ、私にできると確信しています,No Policy Area
eval_217,eval,217,10,No policy area,34,今の日本の政治状況は混迷を極め、決断できない政治、実行できない政治、それでいて耳ざわりのよいことばかり言う政治が続いています,No Policy Area
eval_218,eval,218,1,Committees on Cabinet,5,地域おこし産業おこしを応援,Committees on Cabinet
eval_219,eval,219,1,Committees on Cabinet,6,（２）地方自治の改革,Committees on Cabinet
