source_id,source_split,source_index,text,gt_causal_relation
politicause_train_11201,train,11201,"In Honduras, we are promoting systems of agricultural production that are adapted to climate change, with our own resources.",0
politicause_train_3668,train,3668,"We were joined in this undertaking by the tourism businesses, a key driver of Seychelles’ economy and who continue to play an instrumental role in drafting Seychelles’ tourism comeback together with Government.",0
politicause_train_11078,train,11078,"Compared to the past, when only a few rounds of gunfire were sufficient to instigate major political unrest, the current situation on the Korean peninsula has undergone a distinct change The negotiating table for achieving peace on the peninsula remains accessible.",0
politicause_train_8035,train,8035,"As we move towards winter, it is as important as ever that we continue to act responsibly in order to avoid transmission.",1
politicause_train_8635,train,8635,Positive birth outcomes were similar across all age groups in vaccinated and unvaccinated women.,0
politicause_train_4081,train,4081,"Dr Yvonne Doyle, Medical Director at Public Health England, said: The rate that people are being admitted to hospital is now higher than at any point during the pandemic.",0
politicause_train_57,train,57,"Third, Mr Speaker, we’re strengthening the defences we’ve built against the virus.",0
politicause_train_278,train,278,"Pregnant women of Black ethnicity were also the least likely to be vaccinated at the time of birth (5.5%), followed by women of Asian ethnicity (13.5%) and Mixed ethnicity (14.0%) – with women who were from a White background being the most vaccinated (17.5%).",0
politicause_train_9088,train,9088,"Four PhD students from University of Warwick successfully completed their placements last year and 11 undergrad students from the University of Warwick and Birmingham City University are currently carrying out placements – spending time with various departments, including logistics and quality assurance.",0
politicause_train_5461,train,5461,Health and Social Care Secretary Sajid Javid said: We are in a race between the virus and vaccine and we are doing everything in our power to get jabs in arms as quickly as possible.,0
